DisputeId,Transactions,OpenedAt,ResolvedAt,ReasonCode,State,Outcome,DisputedAmount
11700,698595,2026-03-20T09:43:01Z,2026-03-31T09:43:01Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,13.54
11701,804326,2026-03-19T00:26:04Z,2026-05-06T00:26:04Z,DUPLICATE,RESOLVED,CUSTOMER_WON,14.32
11702,644908,2026-03-16T11:01:15Z,,FRAUD,OPEN,,16.66
11703,951271,2026-04-30T17:23:57Z,2026-06-26T17:23:57Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,19.17
11704,294932,2026-02-12T18:37:11Z,2026-03-26T18:37:11Z,DUPLICATE,RESOLVED,MERCHANT_WON,18.02
11705,538162,2026-03-30T23:57:29Z,2026-05-06T23:57:29Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,80.69
11706,866565,2026-04-10T20:42:09Z,2026-05-28T20:42:09Z,FRAUD,RESOLVED,CUSTOMER_WON,16.39
11707,650400,2026-03-06T23:12:39Z,2026-04-23T23:12:39Z,FRAUD,RESOLVED,MERCHANT_WON,49.28
11708,755086,2026-04-03T04:49:13Z,,FRAUD,OPEN,,71.0
11709,832082,2026-04-24T01:54:15Z,2026-06-17T01:54:15Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,26.83
11710,955328,2026-05-01T20:37:26Z,,NOT_RECEIVED,UNDER_REVIEW,,19.06
11711,44791,2026-02-10T05:06:25Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,29.35
11712,64995,2026-01-25T07:21:45Z,,NOT_RECEIVED,OPEN,,16.63
11713,333748,2026-03-04T10:23:05Z,2026-03-28T10:23:05Z,FRAUD,RESOLVED,CUSTOMER_WON,55.34
11714,250989,2026-02-04T22:29:31Z,2026-03-08T22:29:31Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,14.67
11715,309428,2026-02-10T11:47:40Z,2026-03-01T11:47:40Z,FRAUD,RESOLVED,CHARGEBACK,9.18
11716,229403,2026-02-26T22:45:43Z,2026-03-23T22:45:43Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,37.89
11717,507430,2026-02-21T01:33:05Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,18.04
11718,22202,2026-01-28T01:21:33Z,2026-02-15T01:21:33Z,FRAUD,RESOLVED,CUSTOMER_WON,16.06
11719,407721,2026-03-03T09:00:40Z,2026-04-20T09:00:40Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,18.33
11720,741666,2026-03-30T16:32:14Z,,FRAUD,OPEN,,21.5
11721,440043,2026-03-04T09:19:28Z,2026-03-09T09:19:28Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,74.86
11722,722641,2026-04-06T06:53:53Z,2026-05-21T06:53:53Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,17.86
11723,86510,2026-02-04T01:52:37Z,2026-04-02T01:52:37Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,36.85
11724,336900,2026-03-07T02:13:50Z,2026-04-04T02:13:50Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,16.59
11725,601606,2026-04-01T05:05:34Z,2026-04-24T05:05:34Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,55.06
11726,195492,2026-02-15T23:24:32Z,,FRAUD,UNDER_REVIEW,,6.86
11727,159515,2026-01-17T15:18:57Z,2026-01-26T15:18:57Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,26.08
11728,781290,2026-04-10T19:43:06Z,2026-05-19T19:43:06Z,FRAUD,RESOLVED,CUSTOMER_WON,35.02
11729,803161,2026-04-10T02:31:43Z,2026-04-15T02:31:43Z,FRAUD,RESOLVED,MERCHANT_WON,47.17
11730,702636,2026-04-18T22:40:10Z,2026-06-05T22:40:10Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,15.69
11731,673785,2026-03-10T12:18:50Z,,NOT_RECEIVED,OPEN,,4.16
11732,821822,2026-04-20T04:44:01Z,2026-05-09T04:44:01Z,CANCELLED,RESOLVED,CUSTOMER_WON,7.48
11733,560689,2026-03-29T17:19:51Z,,FRAUD,OPEN,,4.56
11734,27550,2026-01-20T09:32:51Z,,CANCELLED,UNDER_REVIEW,,27.6
11735,862309,2026-04-26T20:54:25Z,2026-06-23T20:54:25Z,FRAUD,RESOLVED,WITHDRAWN,27.09
11736,89482,2026-02-15T08:55:26Z,,FRAUD,UNDER_REVIEW,,38.21
11737,345930,2026-02-18T05:57:14Z,,FRAUD,UNDER_REVIEW,,68.86
11738,852912,2026-03-29T15:28:45Z,2026-04-30T15:28:45Z,FRAUD,RESOLVED,CUSTOMER_WON,21.87
11739,828175,2026-04-10T08:52:30Z,2026-05-21T08:52:30Z,DUPLICATE,RESOLVED,MERCHANT_WON,8.53
11740,369850,2026-02-10T13:30:43Z,2026-03-19T13:30:43Z,FRAUD,RESOLVED,CUSTOMER_WON,15.97
11741,275884,2026-02-08T18:01:45Z,,NOT_RECEIVED,OPEN,,14.39
11742,680425,2026-03-28T02:00:52Z,2026-05-14T02:00:52Z,DUPLICATE,RESOLVED,CUSTOMER_WON,46.05
11743,163025,2026-02-11T15:19:35Z,,FRAUD,OPEN,,8.31
11744,95500,2026-02-11T22:49:33Z,2026-02-22T22:49:33Z,FRAUD,RESOLVED,CUSTOMER_WON,9.99
11745,683786,2026-03-29T10:16:21Z,,NOT_AS_DESCRIBED,OPEN,,97.0
11746,841234,2026-03-30T04:29:19Z,2026-04-17T04:29:19Z,FRAUD,RESOLVED,CHARGEBACK,45.27
11747,3486,2026-01-03T23:45:31Z,2026-02-05T23:45:31Z,FRAUD,RESOLVED,CUSTOMER_WON,26.94
11748,442978,2026-03-12T19:35:41Z,2026-03-16T19:35:41Z,FRAUD,RESOLVED,CUSTOMER_WON,58.33
11749,943152,2026-04-06T03:48:08Z,2026-05-23T03:48:08Z,DUPLICATE,RESOLVED,CUSTOMER_WON,45.14
11750,982311,2026-04-25T11:01:24Z,2026-06-15T11:01:24Z,FRAUD,RESOLVED,MERCHANT_WON,21.01
11751,721233,2026-04-08T04:57:04Z,,NOT_AS_DESCRIBED,OPEN,,16.11
11752,454146,2026-02-27T13:20:09Z,,FRAUD,UNDER_REVIEW,,26.15
11753,24090,2026-02-11T01:18:01Z,2026-04-03T01:18:01Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,22.87
11754,976830,2026-04-04T20:41:49Z,,NOT_AS_DESCRIBED,OPEN,,31.43
11755,487229,2026-02-18T10:15:49Z,,NOT_AS_DESCRIBED,OPEN,,11.31
11756,595050,2026-04-09T14:28:42Z,,FRAUD,UNDER_REVIEW,,51.35
11757,336601,2026-03-17T21:43:17Z,2026-05-05T21:43:17Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,91.01
11758,51184,2026-02-13T17:38:20Z,2026-03-25T17:38:20Z,FRAUD,RESOLVED,CUSTOMER_WON,110.08
11759,293747,2026-02-09T00:23:04Z,2026-02-21T00:23:04Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,16.21
11760,920463,2026-04-24T08:18:36Z,,NOT_AS_DESCRIBED,OPEN,,17.43
11761,124632,2026-01-14T03:03:20Z,2026-02-17T03:03:20Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,71.01
11762,628369,2026-04-02T15:09:12Z,2026-05-15T15:09:12Z,FRAUD,RESOLVED,MERCHANT_WON,116.59
11763,749538,2026-03-22T10:28:36Z,,NOT_RECEIVED,UNDER_REVIEW,,13.28
11764,4357,2026-01-30T11:54:22Z,2026-02-16T11:54:22Z,DUPLICATE,RESOLVED,MERCHANT_WON,7.08
11765,361787,2026-02-05T02:37:33Z,2026-03-10T02:37:33Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,25.29
11766,102945,2026-02-09T12:55:30Z,2026-02-25T12:55:30Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,7.99
11767,376679,2026-02-20T03:35:23Z,2026-03-06T03:35:23Z,FRAUD,RESOLVED,MERCHANT_WON,2.46
11768,689078,2026-03-08T10:30:17Z,2026-04-12T10:30:17Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,4.41
11769,653034,2026-03-26T18:50:10Z,,FRAUD,OPEN,,28.65
11770,276912,2026-02-05T04:34:30Z,2026-02-17T04:34:30Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,22.53
11771,119059,2026-01-18T16:39:10Z,2026-02-01T16:39:10Z,FRAUD,RESOLVED,CUSTOMER_WON,9.03
11772,632500,2026-03-03T13:46:53Z,,FRAUD,OPEN,,11.43
11773,225233,2026-01-24T06:32:46Z,2026-02-01T06:32:46Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,32.88
11774,422471,2026-03-25T16:58:37Z,2026-05-17T16:58:37Z,CANCELLED,RESOLVED,CUSTOMER_WON,10.16
11775,371706,2026-03-06T04:42:58Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,27.54
11776,892264,2026-03-31T23:53:20Z,2026-05-21T23:53:20Z,DUPLICATE,RESOLVED,CUSTOMER_WON,56.73
11777,669025,2026-03-09T04:31:21Z,2026-04-30T04:31:21Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,53.9
11778,365054,2026-02-23T16:10:32Z,2026-04-07T16:10:32Z,FRAUD,RESOLVED,CUSTOMER_WON,13.82
11779,397268,2026-03-04T16:58:08Z,,NOT_RECEIVED,UNDER_REVIEW,,39.43
11780,833227,2026-04-29T21:42:25Z,,FRAUD,UNDER_REVIEW,,18.41
11781,279695,2026-02-19T23:49:06Z,2026-02-28T23:49:06Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,8.02
11782,993576,2026-04-04T05:51:59Z,2026-05-15T05:51:59Z,FRAUD,RESOLVED,MERCHANT_WON,15.56
11783,746660,2026-03-13T02:03:29Z,,FRAUD,OPEN,,6.58
11784,963649,2026-05-02T13:32:12Z,2026-06-04T13:32:12Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,43.49
11785,199526,2026-02-22T15:28:55Z,,FRAUD,UNDER_REVIEW,,6.44
11786,154573,2026-01-28T22:57:29Z,2026-03-21T22:57:29Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,26.27
11787,19863,2026-01-31T10:51:46Z,2026-02-11T10:51:46Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,23.04
11788,432097,2026-03-18T07:46:26Z,2026-05-16T07:46:26Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,9.26
11789,993769,2026-05-09T19:26:11Z,,NOT_AS_DESCRIBED,OPEN,,34.01
11790,659928,2026-03-05T01:04:12Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,15.22
11791,175407,2026-02-06T14:16:52Z,2026-04-01T14:16:52Z,CANCELLED,RESOLVED,CUSTOMER_WON,4.11
11792,545471,2026-02-20T17:18:34Z,2026-03-28T17:18:34Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,55.67
11793,674290,2026-03-24T14:00:07Z,2026-03-30T14:00:07Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,14.23
11794,917437,2026-03-26T17:26:18Z,2026-05-18T17:26:18Z,FRAUD,RESOLVED,MERCHANT_WON,28.45
11795,725801,2026-04-19T05:54:26Z,2026-04-27T05:54:26Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,29.61
11796,392856,2026-03-19T13:08:15Z,,FRAUD,OPEN,,29.37
11797,564314,2026-04-04T07:34:55Z,2026-04-11T07:34:55Z,FRAUD,RESOLVED,CUSTOMER_WON,5.25
11798,758092,2026-03-15T13:38:25Z,2026-03-19T13:38:25Z,FRAUD,RESOLVED,CUSTOMER_WON,7.64
11799,721148,2026-04-05T16:44:19Z,,NOT_RECEIVED,UNDER_REVIEW,,23.45
11800,460641,2026-03-18T04:41:26Z,2026-05-17T04:41:26Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,29.82
11801,30823,2026-01-23T11:44:01Z,2026-01-27T11:44:01Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,28.54
11802,458952,2026-02-21T03:45:02Z,2026-04-17T03:45:02Z,FRAUD,RESOLVED,MERCHANT_WON,55.61
11803,808901,2026-03-25T00:27:58Z,2026-05-21T00:27:58Z,DUPLICATE,RESOLVED,CUSTOMER_WON,40.88
11804,396571,2026-03-01T12:20:52Z,2026-04-18T12:20:52Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,27.41
11805,298478,2026-02-06T02:36:40Z,2026-02-22T02:36:40Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,15.87
11806,735834,2026-04-03T01:02:27Z,2026-05-04T01:02:27Z,FRAUD,RESOLVED,CUSTOMER_WON,21.81
11807,613670,2026-02-28T00:33:58Z,,DUPLICATE,UNDER_REVIEW,,34.14
11808,757912,2026-03-14T07:26:24Z,2026-03-26T07:26:24Z,FRAUD,RESOLVED,MERCHANT_WON,20.48
11809,338860,2026-03-06T16:10:32Z,,FRAUD,OPEN,,13.03
11810,828334,2026-04-20T23:49:56Z,2026-06-17T23:49:56Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,9.11
11811,328079,2026-02-07T11:37:24Z,2026-03-17T11:37:24Z,FRAUD,RESOLVED,MERCHANT_WON,88.34
11812,618123,2026-04-09T03:02:20Z,2026-05-08T03:02:20Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,11.18
11813,423815,2026-03-15T19:20:46Z,2026-05-08T19:20:46Z,FRAUD,RESOLVED,MERCHANT_WON,28.79
11814,77284,2026-02-05T00:13:38Z,2026-03-10T00:13:38Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,12.24
11815,939856,2026-05-03T15:58:23Z,,NOT_RECEIVED,UNDER_REVIEW,,26.8
11816,823783,2026-04-20T10:11:09Z,,FRAUD,OPEN,,9.96
11817,932786,2026-05-05T12:28:05Z,2026-06-27T12:28:05Z,CANCELLED,RESOLVED,WITHDRAWN,41.53
11818,429566,2026-03-05T11:18:27Z,2026-05-03T11:18:27Z,FRAUD,RESOLVED,CUSTOMER_WON,7.28
11819,302204,2026-02-13T14:41:43Z,2026-04-05T14:41:43Z,FRAUD,RESOLVED,CUSTOMER_WON,14.46
11820,80395,2026-01-19T03:33:30Z,2026-03-17T03:33:30Z,FRAUD,RESOLVED,CUSTOMER_WON,12.45
11821,106575,2026-02-02T05:38:10Z,2026-02-22T05:38:10Z,FRAUD,RESOLVED,MERCHANT_WON,9.48
11822,243120,2026-02-05T11:29:06Z,2026-02-23T11:29:06Z,CANCELLED,RESOLVED,WITHDRAWN,36.36
11823,952241,2026-04-26T23:30:12Z,,NOT_AS_DESCRIBED,OPEN,,30.45
11824,383402,2026-02-16T21:55:35Z,2026-04-08T21:55:35Z,FRAUD,RESOLVED,CUSTOMER_WON,7.72
11825,768799,2026-03-18T10:34:35Z,,NOT_AS_DESCRIBED,OPEN,,20.77
11826,489691,2026-02-23T17:41:39Z,2026-04-06T17:41:39Z,FRAUD,RESOLVED,CUSTOMER_WON,18.79
11827,119765,2026-01-24T08:52:14Z,,FRAUD,UNDER_REVIEW,,16.58
11828,415781,2026-03-24T17:57:51Z,2026-05-19T17:57:51Z,FRAUD,RESOLVED,MERCHANT_WON,16.69
11829,187956,2026-02-11T14:57:49Z,2026-04-11T14:57:49Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,4.94
11830,546930,2026-03-01T22:50:49Z,2026-03-16T22:50:49Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,20.56
11831,486256,2026-03-20T11:09:41Z,2026-03-23T11:09:41Z,FRAUD,RESOLVED,CUSTOMER_WON,9.86
11832,224267,2026-03-01T13:32:43Z,2026-03-31T13:32:43Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,11.59
11833,188185,2026-02-26T05:20:52Z,2026-03-27T05:20:52Z,CANCELLED,RESOLVED,CUSTOMER_WON,7.57
11834,790894,2026-03-27T02:56:09Z,2026-04-25T02:56:09Z,FRAUD,RESOLVED,WITHDRAWN,7.16
11835,121785,2026-02-09T06:38:35Z,2026-02-12T06:38:35Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,11.45
11836,135435,2026-02-05T15:20:38Z,2026-02-17T15:20:38Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,10.36
11837,911572,2026-04-23T23:11:19Z,2026-06-21T23:11:19Z,DUPLICATE,RESOLVED,CUSTOMER_WON,31.71
11838,478088,2026-02-20T03:41:34Z,2026-04-19T03:41:34Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,22.99
11839,285984,2026-03-09T09:42:41Z,2026-04-22T09:42:41Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,19.18
11840,69398,2026-02-05T05:48:18Z,2026-03-30T05:48:18Z,DUPLICATE,RESOLVED,CUSTOMER_WON,21.19
11841,305460,2026-02-28T12:17:32Z,,FRAUD,UNDER_REVIEW,,6.66
11842,527300,2026-03-17T15:11:26Z,2026-04-09T15:11:26Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,15.19
11843,178471,2026-02-11T04:40:04Z,2026-03-16T04:40:04Z,FRAUD,RESOLVED,CUSTOMER_WON,12.46
11844,262157,2026-02-04T06:15:16Z,2026-02-08T06:15:16Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,14.2
11845,369981,2026-02-21T05:04:38Z,,NOT_AS_DESCRIBED,OPEN,,11.61
11846,609982,2026-03-30T04:54:05Z,2026-04-27T04:54:05Z,FRAUD,RESOLVED,MERCHANT_WON,23.05
11847,608658,2026-04-07T14:03:04Z,2026-05-13T14:03:04Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,17.33
11848,972865,2026-05-08T12:29:29Z,2026-06-10T12:29:29Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,17.01
11849,843670,2026-04-14T09:06:38Z,2026-05-02T09:06:38Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,31.47
11850,245994,2026-02-10T11:51:00Z,,FRAUD,UNDER_REVIEW,,20.53
11851,658483,2026-04-05T05:27:13Z,2026-05-17T05:27:13Z,FRAUD,RESOLVED,CUSTOMER_WON,19.97
11852,663415,2026-03-27T09:28:24Z,2026-05-04T09:28:24Z,FRAUD,RESOLVED,MERCHANT_WON,10.58
11853,838364,2026-04-15T13:41:38Z,,FRAUD,UNDER_REVIEW,,16.9
11854,881485,2026-03-29T02:09:40Z,,FRAUD,UNDER_REVIEW,,18.31
11855,970537,2026-04-28T06:33:33Z,2026-06-25T06:33:33Z,FRAUD,RESOLVED,CHARGEBACK,10.2
11856,916689,2026-04-30T21:35:02Z,2026-06-07T21:35:02Z,FRAUD,RESOLVED,CUSTOMER_WON,18.08
11857,502999,2026-03-16T06:49:36Z,,FRAUD,UNDER_REVIEW,,9.87
11858,310618,2026-03-03T14:31:41Z,2026-04-23T14:31:41Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,7.72
11859,814118,2026-04-14T08:00:25Z,,FRAUD,UNDER_REVIEW,,20.63
11860,761135,2026-03-12T12:46:23Z,2026-05-05T12:46:23Z,FRAUD,RESOLVED,WITHDRAWN,71.51
11861,409972,2026-03-04T12:42:34Z,2026-04-04T12:42:34Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,32.67
11862,675846,2026-03-17T06:34:44Z,,FRAUD,OPEN,,3.45
11863,93593,2026-01-20T03:22:53Z,,NOT_RECEIVED,UNDER_REVIEW,,14.76
11864,739403,2026-04-02T23:25:23Z,2026-04-14T23:25:23Z,FRAUD,RESOLVED,MERCHANT_WON,9.33
11865,2188,2026-01-02T22:46:03Z,2026-01-28T22:46:03Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.77
11866,764463,2026-03-15T18:44:48Z,2026-03-19T18:44:48Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,21.3
11867,733914,2026-04-20T08:19:59Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,19.12
11868,403308,2026-02-23T08:38:39Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,14.51
11869,730978,2026-04-02T04:09:32Z,2026-05-10T04:09:32Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,41.43
11870,204501,2026-02-04T06:45:58Z,2026-03-08T06:45:58Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,18.18
11871,937105,2026-04-08T21:35:45Z,,FRAUD,OPEN,,11.85
11872,282131,2026-03-01T00:50:17Z,2026-03-25T00:50:17Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,6.9
11873,697855,2026-03-11T06:48:33Z,,NOT_RECEIVED,UNDER_REVIEW,,46.81
11874,423617,2026-02-18T09:58:40Z,,FRAUD,OPEN,,11.84
11875,195163,2026-02-01T09:42:50Z,2026-02-09T09:42:50Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,49.56
11876,943326,2026-04-25T06:56:38Z,2026-05-25T06:56:38Z,DUPLICATE,RESOLVED,MERCHANT_WON,19.31
11877,156480,2026-02-28T01:20:01Z,2026-03-31T01:20:01Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,7.77
11878,707880,2026-04-05T05:23:12Z,2026-04-29T05:23:12Z,FRAUD,RESOLVED,CHARGEBACK,8.87
11879,521582,2026-03-17T13:18:09Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,205.09
11880,928572,2026-04-29T02:07:36Z,2026-05-27T02:07:36Z,FRAUD,RESOLVED,WITHDRAWN,25.67
11881,603160,2026-04-04T13:52:24Z,2026-05-19T13:52:24Z,FRAUD,RESOLVED,MERCHANT_WON,25.79
11882,601618,2026-04-08T15:55:29Z,2026-05-04T15:55:29Z,CANCELLED,RESOLVED,MERCHANT_WON,7.02
11883,750614,2026-03-23T19:04:48Z,2026-04-25T19:04:48Z,FRAUD,RESOLVED,CUSTOMER_WON,36.91
11884,817712,2026-04-12T09:12:12Z,,NOT_AS_DESCRIBED,OPEN,,10.23
11885,265534,2026-03-10T19:08:05Z,2026-05-02T19:08:05Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,52.92
11886,203064,2026-01-31T03:45:57Z,2026-03-19T03:45:57Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,50.55
11887,108905,2026-02-13T02:04:21Z,2026-04-07T02:04:21Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,15.12
11888,753819,2026-03-16T16:56:53Z,2026-04-30T16:56:53Z,CANCELLED,RESOLVED,CUSTOMER_WON,11.32
11889,259011,2026-02-15T12:36:20Z,2026-03-26T12:36:20Z,FRAUD,RESOLVED,MERCHANT_WON,33.59
11890,916379,2026-04-14T12:46:05Z,,FRAUD,UNDER_REVIEW,,19.02
11891,904583,2026-04-05T13:50:27Z,2026-05-11T13:50:27Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,37.53
11892,966080,2026-04-25T02:45:40Z,,FRAUD,OPEN,,31.83
11893,141819,2026-02-02T20:06:19Z,2026-03-25T20:06:19Z,FRAUD,RESOLVED,WITHDRAWN,13.86
11894,642429,2026-04-02T04:57:54Z,,DUPLICATE,UNDER_REVIEW,,19.78
11895,879710,2026-03-31T01:51:22Z,2026-04-30T01:51:22Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,9.65
11896,436994,2026-03-01T08:46:22Z,2026-04-02T08:46:22Z,FRAUD,RESOLVED,MERCHANT_WON,4.69
11897,539934,2026-03-09T16:46:41Z,,NOT_RECEIVED,OPEN,,55.85
11898,960923,2026-04-02T13:19:49Z,2026-04-27T13:19:49Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,51.06
11899,252810,2026-02-02T20:21:25Z,,NOT_RECEIVED,UNDER_REVIEW,,21.91
11900,396976,2026-03-15T01:39:26Z,,FRAUD,OPEN,,6.24
11901,26279,2026-02-02T12:21:45Z,2026-02-16T12:21:45Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,20.72
11902,353313,2026-03-13T07:19:48Z,2026-03-31T07:19:48Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,19.2
11903,84813,2026-01-21T06:55:44Z,2026-03-20T06:55:44Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,19.01
11904,533131,2026-02-22T14:03:10Z,2026-03-31T14:03:10Z,DUPLICATE,RESOLVED,WITHDRAWN,36.08
11905,131060,2026-01-26T22:20:25Z,2026-02-26T22:20:25Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,7.3
11906,769219,2026-04-25T04:46:12Z,,CANCELLED,OPEN,,32.51
11907,34665,2026-01-27T05:19:57Z,,NOT_RECEIVED,OPEN,,42.29
11908,311979,2026-02-05T09:50:19Z,2026-02-09T09:50:19Z,FRAUD,RESOLVED,CUSTOMER_WON,37.64
11909,711000,2026-04-03T05:14:18Z,2026-05-09T05:14:18Z,DUPLICATE,RESOLVED,MERCHANT_WON,57.01
11910,90107,2026-01-24T03:36:47Z,2026-02-08T03:36:47Z,FRAUD,RESOLVED,CUSTOMER_WON,22.16
11911,443171,2026-03-10T00:03:11Z,2026-03-14T00:03:11Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,10.09
11912,121503,2026-02-08T10:29:52Z,2026-02-18T10:29:52Z,FRAUD,RESOLVED,CUSTOMER_WON,9.83
11913,201009,2026-02-23T03:52:02Z,2026-03-25T03:52:02Z,FRAUD,RESOLVED,MERCHANT_WON,11.08
11914,968186,2026-04-01T19:33:08Z,2026-04-18T19:33:08Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,15.21
11915,120481,2026-02-18T04:01:54Z,2026-03-12T04:01:54Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,27.78
11916,538494,2026-03-16T12:09:09Z,2026-04-30T12:09:09Z,CANCELLED,RESOLVED,MERCHANT_WON,28.37
11917,984123,2026-04-29T09:06:20Z,2026-05-21T09:06:20Z,FRAUD,RESOLVED,WITHDRAWN,17.62
11918,326574,2026-02-08T07:41:01Z,,FRAUD,UNDER_REVIEW,,9.95
11919,957741,2026-04-01T07:30:28Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,15.3
11920,216546,2026-02-16T17:43:52Z,2026-03-25T17:43:52Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,58.29
11921,2561,2026-01-11T01:46:04Z,2026-03-08T01:46:04Z,FRAUD,RESOLVED,MERCHANT_WON,19.5
11922,556410,2026-03-10T20:38:00Z,,NOT_RECEIVED,UNDER_REVIEW,,48.72
11923,855045,2026-04-24T21:59:50Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,5.22
11924,505760,2026-03-08T18:40:29Z,,NOT_RECEIVED,OPEN,,2.88
11925,375820,2026-02-08T22:55:57Z,,FRAUD,UNDER_REVIEW,,226.18
11926,716592,2026-03-08T00:47:29Z,2026-04-10T00:47:29Z,FRAUD,RESOLVED,CUSTOMER_WON,5.75
11927,239717,2026-02-01T06:38:00Z,2026-03-30T06:38:00Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,10.35
11928,10911,2026-01-11T09:44:06Z,,FRAUD,UNDER_REVIEW,,25.4
11929,81214,2026-01-20T15:42:19Z,2026-02-28T15:42:19Z,DUPLICATE,RESOLVED,CUSTOMER_WON,9.31
11930,3050,2026-01-22T23:40:45Z,,FRAUD,UNDER_REVIEW,,35.1
11931,754329,2026-04-19T04:48:08Z,,NOT_AS_DESCRIBED,OPEN,,1.43
