GuestId,GuestNumber,HomeCountry,Segment,AgeBand,PartySize,AccessibilityNeeds,LoyaltyTier,VisitIntent
590,GST0000590,US,LOCAL_MEMBER,TEEN,1,NONE,ANNUAL_PASS,RIDE_DAY
591,GST0000591,US,THRILL_SEEKER,ADULT,1,NONE,ANNUAL_PASS,WATER_PARK
592,GST0000592,US,FAMILY,ADULT,1,NONE,NONE,FAMILY_DAY
593,GST0000593,CA,TOUR_GROUP,ADULT,6,NONE,HOTEL_GUEST,FAMILY_DAY
594,GST0000594,GB,THRILL_SEEKER,SENIOR,1,NONE,HOTEL_GUEST,VACATION
595,GST0000595,US,FAMILY,CHILD,2,NONE,NONE,VACATION
596,GST0000596,MX,TOUR_GROUP,SENIOR,5,NONE,NONE,RIDE_DAY
597,GST0000597,US,SCHOOL_TRIP,CHILD,21,NONE,HOTEL_GUEST,WATER_PARK
598,GST0000598,CA,TOUR_GROUP,ADULT,4,NONE,VIP_CLUB,FAMILY_DAY
599,GST0000599,US,TOUR_GROUP,ADULT,5,NONE,VIP_CLUB,VACATION
600,GST0000600,US,FAMILY,ADULT,4,MOBILITY,ANNUAL_PASS,RIDE_DAY
601,GST0000601,US,FAMILY,TEEN,5,NONE,NONE,WATER_PARK
602,GST0000602,CA,THRILL_SEEKER,TEEN,3,NONE,HOTEL_GUEST,VACATION
603,GST0000603,US,THRILL_SEEKER,ADULT,2,NONE,VIP_CLUB,RIDE_DAY
604,GST0000604,US,FAMILY,ADULT,3,SENSORY,NONE,FAMILY_DAY
605,GST0000605,US,VIP_TRAVELER,SENIOR,1,NONE,HOTEL_GUEST,RIDE_DAY
606,GST0000606,FR,SCHOOL_TRIP,ADULT,15,DIETARY,NONE,RIDE_DAY
607,GST0000607,US,FAMILY,CHILD,4,NONE,HOTEL_GUEST,RIDE_DAY
608,GST0000608,US,FAMILY,ADULT,4,NONE,NONE,VACATION
609,GST0000609,CA,SCHOOL_TRIP,ADULT,13,DIETARY,NONE,RIDE_DAY
610,GST0000610,US,THRILL_SEEKER,CHILD,2,SENSORY,NONE,VACATION
611,GST0000611,US,THRILL_SEEKER,TEEN,1,NONE,NONE,RIDE_DAY
612,GST0000612,US,FAMILY,ADULT,1,NONE,NONE,FAMILY_DAY
613,GST0000613,MX,FAMILY,ADULT,4,NONE,NONE,RIDE_DAY
614,GST0000614,US,LOCAL_MEMBER,ADULT,4,NONE,NONE,EVENT_NIGHT
615,GST0000615,US,FAMILY,TEEN,2,NONE,VIP_CLUB,FAMILY_DAY
616,GST0000616,US,TOUR_GROUP,CHILD,8,NONE,NONE,RIDE_DAY
617,GST0000617,GB,LOCAL_MEMBER,TEEN,1,NONE,NONE,FAMILY_DAY
618,GST0000618,US,FAMILY,TEEN,4,NONE,NONE,RIDE_DAY
619,GST0000619,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,RIDE_DAY
620,GST0000620,US,THRILL_SEEKER,ADULT,3,MOBILITY,NONE,RIDE_DAY
621,GST0000621,DE,VIP_TRAVELER,ADULT,2,MOBILITY,HOTEL_GUEST,FAMILY_DAY
622,GST0000622,US,FAMILY,CHILD,4,SENSORY,HOTEL_GUEST,RIDE_DAY
623,GST0000623,CA,FAMILY,ADULT,6,NONE,NONE,RIDE_DAY
624,GST0000624,US,FAMILY,TEEN,2,NONE,NONE,VACATION
625,GST0000625,CA,TOUR_GROUP,ADULT,5,MOBILITY,NONE,RIDE_DAY
626,GST0000626,US,LOCAL_MEMBER,SENIOR,3,NONE,HOTEL_GUEST,RIDE_DAY
627,GST0000627,BR,FAMILY,TEEN,1,MOBILITY,VIP_CLUB,RIDE_DAY
628,GST0000628,US,THRILL_SEEKER,SENIOR,1,NONE,ANNUAL_PASS,FAMILY_DAY
629,GST0000629,US,THRILL_SEEKER,CHILD,1,NONE,NONE,RIDE_DAY
630,GST0000630,US,TOUR_GROUP,TEEN,5,MOBILITY,ANNUAL_PASS,FAMILY_DAY
631,GST0000631,US,FAMILY,ADULT,3,NONE,HOTEL_GUEST,RIDE_DAY
632,GST0000632,US,FAMILY,ADULT,1,NONE,NONE,RIDE_DAY
633,GST0000633,MX,SCHOOL_TRIP,CHILD,19,NONE,NONE,FAMILY_DAY
634,GST0000634,US,THRILL_SEEKER,ADULT,3,NONE,NONE,RIDE_DAY
635,GST0000635,US,FAMILY,ADULT,3,MOBILITY,HOTEL_GUEST,RIDE_DAY
636,GST0000636,US,LOCAL_MEMBER,ADULT,2,NONE,VIP_CLUB,EVENT_NIGHT
637,GST0000637,US,LOCAL_MEMBER,SENIOR,3,NONE,NONE,WATER_PARK
638,GST0000638,US,FAMILY,ADULT,6,NONE,NONE,EVENT_NIGHT
639,GST0000639,US,SCHOOL_TRIP,ADULT,15,NONE,NONE,EVENT_NIGHT
640,GST0000640,US,LOCAL_MEMBER,ADULT,1,NONE,VIP_CLUB,RIDE_DAY
641,GST0000641,US,LOCAL_MEMBER,SENIOR,4,NONE,VIP_CLUB,RIDE_DAY
642,GST0000642,BR,LOCAL_MEMBER,ADULT,1,SENSORY,ANNUAL_PASS,RIDE_DAY
643,GST0000643,US,TOUR_GROUP,ADULT,10,NONE,ANNUAL_PASS,RIDE_DAY
644,GST0000644,US,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
645,GST0000645,MX,THRILL_SEEKER,CHILD,1,NONE,ANNUAL_PASS,RIDE_DAY
646,GST0000646,US,TOUR_GROUP,ADULT,5,NONE,NONE,RIDE_DAY
647,GST0000647,US,TOUR_GROUP,TEEN,10,NONE,ANNUAL_PASS,RIDE_DAY
648,GST0000648,US,TOUR_GROUP,CHILD,11,HEARING,HOTEL_GUEST,RIDE_DAY
649,GST0000649,US,LOCAL_MEMBER,ADULT,2,SENSORY,NONE,RIDE_DAY
650,GST0000650,US,THRILL_SEEKER,ADULT,3,NONE,NONE,WATER_PARK
651,GST0000651,US,FAMILY,ADULT,6,NONE,NONE,VACATION
652,GST0000652,MX,FAMILY,ADULT,2,NONE,NONE,VACATION
653,GST0000653,BR,FAMILY,ADULT,1,HEARING,NONE,FAMILY_DAY
654,GST0000654,US,FAMILY,ADULT,5,NONE,NONE,RIDE_DAY
655,GST0000655,US,FAMILY,ADULT,5,HEARING,NONE,VACATION
656,GST0000656,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,WATER_PARK
657,GST0000657,US,SCHOOL_TRIP,CHILD,11,NONE,NONE,RIDE_DAY
658,GST0000658,US,THRILL_SEEKER,TEEN,1,NONE,NONE,VACATION
659,GST0000659,US,FAMILY,CHILD,2,NONE,NONE,VACATION
660,GST0000660,US,FAMILY,SENIOR,5,NONE,NONE,RIDE_DAY
661,GST0000661,US,VIP_TRAVELER,SENIOR,4,MOBILITY,VIP_CLUB,VACATION
662,GST0000662,FR,VIP_TRAVELER,CHILD,3,NONE,NONE,RIDE_DAY
663,GST0000663,US,SCHOOL_TRIP,CHILD,23,NONE,NONE,RIDE_DAY
664,GST0000664,US,FAMILY,ADULT,2,NONE,HOTEL_GUEST,RIDE_DAY
665,GST0000665,US,TOUR_GROUP,TEEN,12,NONE,HOTEL_GUEST,VACATION
666,GST0000666,US,FAMILY,ADULT,2,NONE,NONE,RIDE_DAY
667,GST0000667,US,THRILL_SEEKER,TEEN,3,NONE,VIP_CLUB,RIDE_DAY
668,GST0000668,US,LOCAL_MEMBER,ADULT,2,NONE,ANNUAL_PASS,RIDE_DAY
669,GST0000669,US,THRILL_SEEKER,ADULT,3,SENSORY,NONE,FAMILY_DAY
670,GST0000670,DE,TOUR_GROUP,ADULT,11,MOBILITY,NONE,RIDE_DAY
671,GST0000671,DE,FAMILY,ADULT,3,NONE,NONE,RIDE_DAY
672,GST0000672,US,THRILL_SEEKER,SENIOR,3,NONE,NONE,VACATION
673,GST0000673,US,VIP_TRAVELER,ADULT,3,NONE,ANNUAL_PASS,VACATION
674,GST0000674,US,LOCAL_MEMBER,CHILD,1,NONE,ANNUAL_PASS,VACATION
675,GST0000675,JP,THRILL_SEEKER,CHILD,1,NONE,ANNUAL_PASS,WATER_PARK
676,GST0000676,US,TOUR_GROUP,TEEN,12,NONE,NONE,FAMILY_DAY
677,GST0000677,US,LOCAL_MEMBER,CHILD,1,NONE,NONE,EVENT_NIGHT
678,GST0000678,CA,THRILL_SEEKER,CHILD,3,NONE,VIP_CLUB,VACATION
679,GST0000679,CA,SCHOOL_TRIP,CHILD,16,HEARING,NONE,EVENT_NIGHT
680,GST0000680,US,LOCAL_MEMBER,ADULT,4,HEARING,ANNUAL_PASS,VACATION
681,GST0000681,AE,SCHOOL_TRIP,CHILD,12,NONE,HOTEL_GUEST,VACATION
682,GST0000682,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,VACATION
683,GST0000683,US,THRILL_SEEKER,ADULT,3,NONE,NONE,VACATION
684,GST0000684,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,RIDE_DAY
685,GST0000685,US,FAMILY,CHILD,1,NONE,ANNUAL_PASS,RIDE_DAY
686,GST0000686,CA,FAMILY,CHILD,3,DIETARY,ANNUAL_PASS,VACATION
687,GST0000687,US,FAMILY,ADULT,2,NONE,HOTEL_GUEST,FAMILY_DAY
688,GST0000688,JP,FAMILY,CHILD,5,NONE,HOTEL_GUEST,VACATION
689,GST0000689,US,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
690,GST0000690,US,THRILL_SEEKER,ADULT,1,NONE,HOTEL_GUEST,RIDE_DAY
691,GST0000691,US,LOCAL_MEMBER,TEEN,2,NONE,ANNUAL_PASS,RIDE_DAY
692,GST0000692,US,FAMILY,ADULT,3,MOBILITY,NONE,WATER_PARK
693,GST0000693,US,THRILL_SEEKER,SENIOR,1,NONE,NONE,EVENT_NIGHT
694,GST0000694,US,THRILL_SEEKER,ADULT,2,NONE,HOTEL_GUEST,VACATION
695,GST0000695,US,FAMILY,ADULT,5,NONE,ANNUAL_PASS,FAMILY_DAY
696,GST0000696,US,THRILL_SEEKER,ADULT,3,NONE,NONE,FAMILY_DAY
697,GST0000697,US,VIP_TRAVELER,ADULT,3,NONE,HOTEL_GUEST,FAMILY_DAY
698,GST0000698,FR,VIP_TRAVELER,TEEN,3,NONE,NONE,FAMILY_DAY
699,GST0000699,US,FAMILY,CHILD,6,DIETARY,HOTEL_GUEST,FAMILY_DAY
700,GST0000700,US,LOCAL_MEMBER,ADULT,1,NONE,NONE,RIDE_DAY
701,GST0000701,US,FAMILY,ADULT,1,NONE,NONE,FAMILY_DAY
702,GST0000702,US,LOCAL_MEMBER,CHILD,3,NONE,VIP_CLUB,RIDE_DAY
703,GST0000703,US,THRILL_SEEKER,ADULT,2,NONE,NONE,RIDE_DAY
704,GST0000704,GB,LOCAL_MEMBER,ADULT,3,NONE,NONE,RIDE_DAY
705,GST0000705,US,LOCAL_MEMBER,SENIOR,3,NONE,ANNUAL_PASS,FAMILY_DAY
706,GST0000706,FR,VIP_TRAVELER,TEEN,1,NONE,NONE,VACATION
707,GST0000707,US,FAMILY,ADULT,3,HEARING,ANNUAL_PASS,FAMILY_DAY
708,GST0000708,US,TOUR_GROUP,ADULT,8,NONE,ANNUAL_PASS,FAMILY_DAY
709,GST0000709,US,FAMILY,ADULT,4,DIETARY,NONE,WATER_PARK
710,GST0000710,US,LOCAL_MEMBER,ADULT,3,NONE,HOTEL_GUEST,WATER_PARK
711,GST0000711,US,VIP_TRAVELER,ADULT,1,NONE,ANNUAL_PASS,VACATION
712,GST0000712,US,SCHOOL_TRIP,SENIOR,19,NONE,NONE,EVENT_NIGHT
713,GST0000713,CA,FAMILY,ADULT,4,NONE,NONE,FAMILY_DAY
714,GST0000714,US,THRILL_SEEKER,ADULT,3,DIETARY,HOTEL_GUEST,FAMILY_DAY
715,GST0000715,US,TOUR_GROUP,CHILD,12,NONE,NONE,RIDE_DAY
716,GST0000716,US,THRILL_SEEKER,SENIOR,1,NONE,NONE,RIDE_DAY
717,GST0000717,MX,LOCAL_MEMBER,CHILD,4,NONE,NONE,WATER_PARK
718,GST0000718,CA,THRILL_SEEKER,ADULT,2,SENSORY,ANNUAL_PASS,FAMILY_DAY
719,GST0000719,US,FAMILY,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
720,GST0000720,US,THRILL_SEEKER,CHILD,2,NONE,NONE,FAMILY_DAY
721,GST0000721,US,SCHOOL_TRIP,CHILD,13,NONE,NONE,RIDE_DAY
722,GST0000722,GB,VIP_TRAVELER,ADULT,4,NONE,NONE,EVENT_NIGHT
723,GST0000723,US,FAMILY,TEEN,3,NONE,ANNUAL_PASS,WATER_PARK
724,GST0000724,AE,LOCAL_MEMBER,ADULT,1,NONE,NONE,VACATION
725,GST0000725,BR,FAMILY,TEEN,3,NONE,HOTEL_GUEST,WATER_PARK
726,GST0000726,MX,SCHOOL_TRIP,ADULT,23,NONE,ANNUAL_PASS,FAMILY_DAY
727,GST0000727,MX,THRILL_SEEKER,TEEN,2,NONE,NONE,FAMILY_DAY
728,GST0000728,US,FAMILY,ADULT,2,NONE,VIP_CLUB,RIDE_DAY
729,GST0000729,CA,SCHOOL_TRIP,TEEN,10,NONE,VIP_CLUB,RIDE_DAY
730,GST0000730,DE,FAMILY,ADULT,4,DIETARY,NONE,RIDE_DAY
731,GST0000731,GB,LOCAL_MEMBER,SENIOR,4,NONE,NONE,RIDE_DAY
732,GST0000732,US,VIP_TRAVELER,CHILD,3,NONE,ANNUAL_PASS,FAMILY_DAY
733,GST0000733,US,FAMILY,ADULT,3,NONE,NONE,RIDE_DAY
734,GST0000734,US,LOCAL_MEMBER,ADULT,1,DIETARY,NONE,FAMILY_DAY
735,GST0000735,US,FAMILY,ADULT,1,NONE,NONE,RIDE_DAY
736,GST0000736,US,VIP_TRAVELER,ADULT,3,NONE,ANNUAL_PASS,VACATION
737,GST0000737,BR,LOCAL_MEMBER,ADULT,1,DIETARY,NONE,EVENT_NIGHT
738,GST0000738,US,FAMILY,ADULT,6,MOBILITY,NONE,RIDE_DAY
739,GST0000739,CA,LOCAL_MEMBER,ADULT,3,NONE,NONE,RIDE_DAY
740,GST0000740,US,FAMILY,CHILD,3,NONE,NONE,RIDE_DAY
741,GST0000741,US,THRILL_SEEKER,ADULT,3,NONE,NONE,EVENT_NIGHT
742,GST0000742,CA,FAMILY,ADULT,4,NONE,NONE,RIDE_DAY
743,GST0000743,GB,LOCAL_MEMBER,ADULT,3,DIETARY,HOTEL_GUEST,FAMILY_DAY
744,GST0000744,MX,FAMILY,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
745,GST0000745,US,TOUR_GROUP,ADULT,7,NONE,NONE,EVENT_NIGHT
746,GST0000746,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,FAMILY_DAY
747,GST0000747,CA,FAMILY,ADULT,5,NONE,HOTEL_GUEST,FAMILY_DAY
748,GST0000748,US,THRILL_SEEKER,SENIOR,3,NONE,NONE,VACATION
749,GST0000749,CA,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
750,GST0000750,BR,VIP_TRAVELER,ADULT,3,NONE,NONE,RIDE_DAY
751,GST0000751,US,SCHOOL_TRIP,ADULT,20,NONE,NONE,RIDE_DAY
752,GST0000752,US,FAMILY,ADULT,5,MOBILITY,NONE,RIDE_DAY
753,GST0000753,BR,FAMILY,TEEN,3,HEARING,HOTEL_GUEST,RIDE_DAY
754,GST0000754,CA,THRILL_SEEKER,ADULT,2,NONE,HOTEL_GUEST,RIDE_DAY
755,GST0000755,US,FAMILY,ADULT,2,NONE,NONE,EVENT_NIGHT
756,GST0000756,US,LOCAL_MEMBER,TEEN,2,NONE,NONE,FAMILY_DAY
757,GST0000757,US,THRILL_SEEKER,ADULT,1,NONE,NONE,FAMILY_DAY
758,GST0000758,MX,VIP_TRAVELER,ADULT,2,NONE,ANNUAL_PASS,FAMILY_DAY
759,GST0000759,US,FAMILY,ADULT,4,NONE,NONE,EVENT_NIGHT
760,GST0000760,MX,THRILL_SEEKER,SENIOR,1,NONE,HOTEL_GUEST,RIDE_DAY
761,GST0000761,US,SCHOOL_TRIP,SENIOR,15,DIETARY,NONE,VACATION
762,GST0000762,US,LOCAL_MEMBER,ADULT,2,NONE,HOTEL_GUEST,RIDE_DAY
763,GST0000763,FR,THRILL_SEEKER,CHILD,1,NONE,NONE,RIDE_DAY
764,GST0000764,CA,THRILL_SEEKER,ADULT,2,NONE,NONE,RIDE_DAY
765,GST0000765,US,FAMILY,CHILD,3,NONE,ANNUAL_PASS,RIDE_DAY
766,GST0000766,US,THRILL_SEEKER,TEEN,1,NONE,ANNUAL_PASS,FAMILY_DAY
767,GST0000767,US,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,VACATION
768,GST0000768,CA,LOCAL_MEMBER,TEEN,4,NONE,HOTEL_GUEST,WATER_PARK
769,GST0000769,US,FAMILY,CHILD,6,NONE,NONE,VACATION
770,GST0000770,US,SCHOOL_TRIP,TEEN,22,NONE,NONE,EVENT_NIGHT
771,GST0000771,US,LOCAL_MEMBER,ADULT,1,NONE,NONE,FAMILY_DAY
772,GST0000772,DE,LOCAL_MEMBER,ADULT,4,MOBILITY,NONE,VACATION
773,GST0000773,US,LOCAL_MEMBER,TEEN,1,NONE,NONE,FAMILY_DAY
774,GST0000774,US,LOCAL_MEMBER,ADULT,1,NONE,NONE,RIDE_DAY
775,GST0000775,CA,THRILL_SEEKER,TEEN,2,NONE,NONE,RIDE_DAY
776,GST0000776,BR,FAMILY,ADULT,1,NONE,NONE,FAMILY_DAY
777,GST0000777,US,FAMILY,CHILD,3,NONE,ANNUAL_PASS,RIDE_DAY
778,GST0000778,DE,FAMILY,ADULT,3,NONE,ANNUAL_PASS,VACATION
779,GST0000779,BR,FAMILY,SENIOR,4,NONE,HOTEL_GUEST,EVENT_NIGHT
780,GST0000780,US,THRILL_SEEKER,CHILD,3,NONE,VIP_CLUB,FAMILY_DAY
781,GST0000781,US,FAMILY,CHILD,5,NONE,NONE,RIDE_DAY
782,GST0000782,US,FAMILY,CHILD,2,SENSORY,NONE,WATER_PARK
783,GST0000783,US,FAMILY,ADULT,1,MOBILITY,ANNUAL_PASS,RIDE_DAY
784,GST0000784,MX,VIP_TRAVELER,ADULT,1,NONE,VIP_CLUB,WATER_PARK
785,GST0000785,US,FAMILY,ADULT,1,DIETARY,HOTEL_GUEST,RIDE_DAY
786,GST0000786,US,LOCAL_MEMBER,CHILD,3,NONE,NONE,VACATION
787,GST0000787,US,FAMILY,CHILD,1,NONE,NONE,RIDE_DAY
788,GST0000788,DE,LOCAL_MEMBER,ADULT,2,NONE,ANNUAL_PASS,WATER_PARK
789,GST0000789,US,FAMILY,TEEN,3,NONE,NONE,FAMILY_DAY
790,GST0000790,US,TOUR_GROUP,ADULT,6,MOBILITY,NONE,RIDE_DAY
791,GST0000791,US,TOUR_GROUP,CHILD,5,NONE,ANNUAL_PASS,FAMILY_DAY
792,GST0000792,US,LOCAL_MEMBER,TEEN,3,MOBILITY,HOTEL_GUEST,RIDE_DAY
793,GST0000793,US,FAMILY,TEEN,6,SENSORY,NONE,FAMILY_DAY
794,GST0000794,US,VIP_TRAVELER,ADULT,2,NONE,ANNUAL_PASS,VACATION
795,GST0000795,US,FAMILY,ADULT,2,DIETARY,NONE,WATER_PARK
796,GST0000796,US,FAMILY,ADULT,4,NONE,NONE,FAMILY_DAY
797,GST0000797,US,FAMILY,TEEN,3,NONE,HOTEL_GUEST,FAMILY_DAY
798,GST0000798,MX,TOUR_GROUP,ADULT,8,HEARING,NONE,VACATION
799,GST0000799,US,VIP_TRAVELER,CHILD,2,NONE,NONE,EVENT_NIGHT
800,GST0000800,US,SCHOOL_TRIP,ADULT,17,NONE,NONE,FAMILY_DAY
801,GST0000801,US,THRILL_SEEKER,ADULT,1,NONE,NONE,FAMILY_DAY
802,GST0000802,US,THRILL_SEEKER,TEEN,2,NONE,HOTEL_GUEST,RIDE_DAY
803,GST0000803,CA,THRILL_SEEKER,CHILD,2,NONE,ANNUAL_PASS,WATER_PARK
804,GST0000804,MX,SCHOOL_TRIP,TEEN,16,NONE,ANNUAL_PASS,VACATION
805,GST0000805,US,LOCAL_MEMBER,ADULT,4,DIETARY,VIP_CLUB,VACATION
806,GST0000806,US,FAMILY,ADULT,3,NONE,HOTEL_GUEST,WATER_PARK
807,GST0000807,MX,VIP_TRAVELER,SENIOR,2,NONE,NONE,FAMILY_DAY
808,GST0000808,CA,THRILL_SEEKER,CHILD,1,NONE,NONE,VACATION
809,GST0000809,US,VIP_TRAVELER,ADULT,1,NONE,NONE,RIDE_DAY
810,GST0000810,US,THRILL_SEEKER,CHILD,1,MOBILITY,VIP_CLUB,RIDE_DAY
811,GST0000811,US,THRILL_SEEKER,SENIOR,2,NONE,ANNUAL_PASS,FAMILY_DAY
812,GST0000812,US,SCHOOL_TRIP,SENIOR,17,SENSORY,NONE,RIDE_DAY
813,GST0000813,MX,VIP_TRAVELER,ADULT,4,DIETARY,HOTEL_GUEST,WATER_PARK
814,GST0000814,GB,FAMILY,TEEN,2,NONE,NONE,EVENT_NIGHT
815,GST0000815,US,FAMILY,ADULT,5,NONE,NONE,VACATION
816,GST0000816,CA,LOCAL_MEMBER,ADULT,4,NONE,ANNUAL_PASS,VACATION
817,GST0000817,GB,THRILL_SEEKER,ADULT,3,NONE,HOTEL_GUEST,FAMILY_DAY
818,GST0000818,US,SCHOOL_TRIP,TEEN,17,NONE,NONE,VACATION
819,GST0000819,AE,VIP_TRAVELER,TEEN,2,NONE,VIP_CLUB,RIDE_DAY
820,GST0000820,US,FAMILY,CHILD,5,NONE,HOTEL_GUEST,RIDE_DAY
821,GST0000821,CA,FAMILY,CHILD,1,NONE,NONE,RIDE_DAY
822,GST0000822,CA,THRILL_SEEKER,ADULT,3,NONE,NONE,FAMILY_DAY
823,GST0000823,US,LOCAL_MEMBER,ADULT,1,MOBILITY,NONE,RIDE_DAY
824,GST0000824,US,VIP_TRAVELER,ADULT,2,DIETARY,NONE,VACATION
825,GST0000825,US,FAMILY,CHILD,3,MOBILITY,NONE,VACATION
826,GST0000826,US,FAMILY,ADULT,1,NONE,NONE,FAMILY_DAY
827,GST0000827,US,FAMILY,TEEN,5,NONE,NONE,VACATION
828,GST0000828,US,SCHOOL_TRIP,ADULT,13,SENSORY,NONE,RIDE_DAY
829,GST0000829,US,SCHOOL_TRIP,TEEN,17,NONE,NONE,RIDE_DAY
830,GST0000830,US,VIP_TRAVELER,ADULT,2,NONE,NONE,RIDE_DAY
831,GST0000831,US,LOCAL_MEMBER,ADULT,4,NONE,VIP_CLUB,WATER_PARK
832,GST0000832,BR,FAMILY,ADULT,6,NONE,NONE,VACATION
833,GST0000833,US,VIP_TRAVELER,TEEN,2,NONE,VIP_CLUB,WATER_PARK
834,GST0000834,GB,TOUR_GROUP,ADULT,11,SENSORY,NONE,VACATION
835,GST0000835,US,TOUR_GROUP,CHILD,8,NONE,NONE,VACATION
836,GST0000836,US,FAMILY,ADULT,4,NONE,NONE,RIDE_DAY
837,GST0000837,US,SCHOOL_TRIP,TEEN,17,NONE,NONE,FAMILY_DAY
838,GST0000838,AE,THRILL_SEEKER,ADULT,3,HEARING,NONE,WATER_PARK
839,GST0000839,US,THRILL_SEEKER,ADULT,3,NONE,NONE,WATER_PARK
840,GST0000840,US,TOUR_GROUP,ADULT,11,NONE,ANNUAL_PASS,RIDE_DAY
841,GST0000841,JP,FAMILY,ADULT,2,DIETARY,NONE,EVENT_NIGHT
842,GST0000842,CA,FAMILY,TEEN,4,NONE,NONE,VACATION
843,GST0000843,FR,THRILL_SEEKER,ADULT,3,NONE,HOTEL_GUEST,WATER_PARK
844,GST0000844,US,FAMILY,ADULT,1,NONE,NONE,WATER_PARK
845,GST0000845,US,SCHOOL_TRIP,ADULT,17,DIETARY,NONE,VACATION
846,GST0000846,US,SCHOOL_TRIP,CHILD,24,NONE,HOTEL_GUEST,WATER_PARK
847,GST0000847,US,SCHOOL_TRIP,TEEN,11,SENSORY,VIP_CLUB,EVENT_NIGHT
848,GST0000848,US,FAMILY,CHILD,1,NONE,ANNUAL_PASS,RIDE_DAY
849,GST0000849,FR,SCHOOL_TRIP,TEEN,19,NONE,NONE,RIDE_DAY
850,GST0000850,CA,LOCAL_MEMBER,ADULT,1,NONE,NONE,VACATION
851,GST0000851,MX,FAMILY,ADULT,4,NONE,NONE,RIDE_DAY
852,GST0000852,US,LOCAL_MEMBER,SENIOR,4,DIETARY,NONE,EVENT_NIGHT
853,GST0000853,CA,FAMILY,ADULT,5,NONE,NONE,FAMILY_DAY
854,GST0000854,CA,TOUR_GROUP,ADULT,10,NONE,HOTEL_GUEST,FAMILY_DAY
855,GST0000855,US,FAMILY,ADULT,2,MOBILITY,NONE,RIDE_DAY
856,GST0000856,US,FAMILY,ADULT,4,NONE,ANNUAL_PASS,VACATION
857,GST0000857,US,THRILL_SEEKER,ADULT,3,NONE,HOTEL_GUEST,FAMILY_DAY
858,GST0000858,US,FAMILY,ADULT,2,SENSORY,NONE,VACATION
859,GST0000859,DE,THRILL_SEEKER,ADULT,3,SENSORY,ANNUAL_PASS,RIDE_DAY
860,GST0000860,CA,FAMILY,CHILD,4,NONE,ANNUAL_PASS,EVENT_NIGHT
861,GST0000861,US,THRILL_SEEKER,SENIOR,1,NONE,NONE,VACATION
862,GST0000862,US,LOCAL_MEMBER,CHILD,4,MOBILITY,NONE,VACATION
863,GST0000863,AE,TOUR_GROUP,SENIOR,5,NONE,NONE,WATER_PARK
864,GST0000864,US,LOCAL_MEMBER,ADULT,2,NONE,HOTEL_GUEST,VACATION
865,GST0000865,US,FAMILY,ADULT,4,SENSORY,ANNUAL_PASS,FAMILY_DAY
866,GST0000866,US,TOUR_GROUP,CHILD,11,SENSORY,NONE,VACATION
867,GST0000867,US,VIP_TRAVELER,SENIOR,1,NONE,ANNUAL_PASS,RIDE_DAY
868,GST0000868,US,THRILL_SEEKER,CHILD,3,NONE,NONE,FAMILY_DAY
869,GST0000869,US,FAMILY,ADULT,6,NONE,HOTEL_GUEST,RIDE_DAY
870,GST0000870,GB,SCHOOL_TRIP,ADULT,15,NONE,NONE,FAMILY_DAY
871,GST0000871,US,FAMILY,ADULT,2,NONE,HOTEL_GUEST,VACATION
872,GST0000872,MX,LOCAL_MEMBER,CHILD,4,NONE,NONE,VACATION
873,GST0000873,GB,THRILL_SEEKER,ADULT,3,NONE,NONE,WATER_PARK
874,GST0000874,US,SCHOOL_TRIP,TEEN,15,NONE,ANNUAL_PASS,RIDE_DAY
875,GST0000875,US,VIP_TRAVELER,CHILD,4,NONE,NONE,RIDE_DAY
876,GST0000876,FR,FAMILY,ADULT,6,DIETARY,ANNUAL_PASS,VACATION
877,GST0000877,CA,FAMILY,ADULT,4,NONE,VIP_CLUB,RIDE_DAY
878,GST0000878,US,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,VACATION
879,GST0000879,US,FAMILY,ADULT,4,NONE,NONE,EVENT_NIGHT
880,GST0000880,US,FAMILY,ADULT,3,NONE,NONE,FAMILY_DAY
881,GST0000881,US,THRILL_SEEKER,ADULT,3,MOBILITY,NONE,FAMILY_DAY
882,GST0000882,US,FAMILY,ADULT,5,NONE,HOTEL_GUEST,FAMILY_DAY
883,GST0000883,US,FAMILY,CHILD,4,NONE,NONE,RIDE_DAY
884,GST0000884,CA,LOCAL_MEMBER,ADULT,3,MOBILITY,ANNUAL_PASS,VACATION
885,GST0000885,CA,FAMILY,ADULT,6,NONE,HOTEL_GUEST,FAMILY_DAY
886,GST0000886,US,VIP_TRAVELER,TEEN,4,NONE,NONE,WATER_PARK
887,GST0000887,JP,FAMILY,ADULT,2,NONE,ANNUAL_PASS,EVENT_NIGHT
