SalesOrderLineId,SalesOrderId,LineNumber,Customer,Product,ShipFromLocation,ShipToLocation,OrderDate,RequestedShipDate,PromisedDeliveryDate,ActualDeliveryDate,OrderedQty,AllocatedQty,ShippedQty,BackorderedQty,UnitSellPrice,Status,Channel
1510,100867,2,69,77,1,16,166,169,171,173.0,3,2,1,2,10.51,Delivered,Ecomm
1511,100868,1,10,64,5,38,21,23,29,,2,1,0,2,10.31,Open,Store
1512,100868,2,65,22,5,36,170,172,173,174.0,4,3,2,2,5.18,Delivered,Store
1513,100868,3,97,117,25,40,29,33,36,,1,0,0,1,22.27,Open,Store
1514,100868,4,240,45,5,27,142,146,151,,2,1,0,2,19.66,Open,Ecomm
1515,100869,1,94,184,1,34,149,152,155,158.0,3,2,1,2,18.76,Delivered,Store
1516,100870,1,180,178,1,16,94,95,101,,1,0,0,1,30.83,Open,Ecomm
1517,100871,1,87,130,32,16,12,13,16,,3,0,0,3,43.84,Cancelled,Ecomm
1518,100872,1,265,80,23,10,122,126,133,,2,1,0,2,5.0,Open,Store
1519,100873,1,234,52,14,3,9,10,14,,1,0,0,1,5.21,Open,Ecomm
1520,100873,2,248,168,30,27,92,94,99,,2,1,0,2,13.54,Open,Ecomm
1521,100874,1,256,69,18,27,10,14,18,17.0,5,4,3,2,13.11,Delivered,Ecomm
1522,100875,1,62,152,31,27,89,92,97,,1,0,0,1,31.02,Open,Ecomm
1523,100876,1,282,35,9,34,131,132,139,,1,0,0,1,12.03,Open,Store
1524,100876,2,23,92,25,16,142,143,149,,1,0,0,1,12.49,Open,Ecomm
1525,100876,3,166,186,31,22,163,166,173,,2,1,0,2,29.37,Open,Store
1526,100877,1,158,113,14,28,1,4,5,6.0,3,2,1,2,17.16,Delivered,Store
1527,100877,2,204,138,1,24,140,142,145,,2,1,0,2,16.11,Open,Ecomm
1528,100878,1,74,108,1,16,45,48,52,,2,1,0,2,16.55,Open,Ecomm
1529,100878,2,231,49,30,24,35,38,45,,2,1,0,2,7.82,Open,Ecomm
1530,100878,3,157,34,31,3,137,139,145,,3,1,0,3,37.77,Open,Ecomm
1531,100879,1,176,10,31,24,122,125,130,,4,3,2,2,31.86,PartShipped,Ecomm
1532,100879,2,182,114,1,36,10,11,15,,2,1,0,2,6.06,Open,Store
1533,100879,3,132,187,25,36,103,107,108,107.0,3,2,1,2,6.12,Delivered,Store
1534,100880,1,255,43,31,27,138,141,144,,2,1,0,2,18.52,Open,Ecomm
1535,100881,1,67,191,18,11,124,125,129,,2,1,0,2,20.54,Open,Store
1536,100882,1,50,185,14,34,57,59,64,,1,0,0,1,22.28,Open,Store
1537,100882,2,261,91,14,39,170,171,172,,2,1,0,2,11.41,Open,Store
1538,100882,3,290,172,1,34,128,129,132,,1,0,0,1,23.4,Open,Store
1539,100882,4,282,134,31,3,150,153,155,,2,1,0,2,41.76,Open,Ecomm
1540,100883,1,243,195,25,37,162,166,170,,2,1,0,2,6.42,Open,Store
1541,100883,2,243,123,9,3,73,74,75,78.0,7,6,5,2,6.71,Delivered,B2B
1542,100883,3,149,166,25,21,66,69,76,,2,1,0,2,29.05,Open,Store
1543,100884,1,135,139,23,12,171,173,180,,2,1,0,2,10.1,Open,Store
1544,100884,2,107,4,23,16,118,121,122,,2,1,0,2,9.33,Open,B2B
1545,100884,3,201,100,5,35,135,138,140,,1,0,0,1,4.44,Open,Store
1546,100885,1,260,152,14,35,126,130,132,,1,0,0,1,29.8,Open,Store
1547,100885,2,285,21,1,38,119,120,121,124.0,3,2,1,2,5.73,Delivered,Store
1548,100886,1,249,180,23,39,108,109,112,113.0,4,3,2,2,19.47,Delivered,Store
1549,100887,1,268,98,31,27,21,22,23,,2,1,0,2,6.84,Open,B2B
1550,100888,1,104,175,1,38,69,71,75,,1,0,0,1,24.95,Open,Store
1551,100889,1,259,111,9,38,146,148,149,,2,1,0,2,13.33,Open,Store
1552,100890,1,221,161,31,7,51,55,61,,2,1,0,2,10.02,Open,Store
1553,100891,1,5,79,30,3,179,180,180,180.0,4,3,2,2,24.44,Delivered,Ecomm
1554,100892,1,216,65,14,27,38,42,44,,2,1,0,2,2.65,Open,B2B
1555,100892,2,4,38,9,16,114,118,120,,2,1,0,2,13.03,Open,Ecomm
1556,100893,1,168,32,18,38,75,79,84,,2,1,0,2,20.55,Open,Store
1557,100893,2,275,118,14,24,60,61,62,,1,0,0,1,13.18,Open,Ecomm
1558,100894,1,166,157,32,12,66,70,75,,2,1,0,2,10.75,Open,Store
1559,100895,1,20,159,5,2,68,72,74,,2,1,0,2,9.04,Open,Store
1560,100895,2,225,73,5,7,169,171,176,,2,1,0,2,5.05,Open,Store
1561,100896,1,130,186,14,20,28,31,37,,2,1,0,2,30.63,Open,Store
1562,100897,1,40,47,18,40,39,42,47,,1,0,0,1,16.45,Open,Store
1563,100898,1,188,6,23,27,172,173,177,,1,0,0,1,26.9,Open,Ecomm
1564,100898,2,5,41,31,12,45,49,52,,2,0,0,2,12.67,Open,Store
1565,100899,1,77,112,5,3,109,113,119,,1,0,0,1,13.31,Open,Ecomm
1566,100900,1,33,147,5,3,139,142,149,148.0,4,3,2,2,56.69,Delivered,B2B
1567,100901,1,224,31,14,16,165,168,175,,1,0,0,1,12.52,Open,B2B
1568,100901,2,240,160,9,3,158,161,168,,1,0,0,1,7.3,Open,Ecomm
1569,100902,1,40,2,23,13,34,38,45,,1,0,0,1,11.08,Open,Store
1570,100903,1,253,115,23,3,166,168,174,,3,1,0,3,8.8,Open,Ecomm
1571,100903,2,150,183,18,27,180,180,180,180.0,4,3,2,2,3.53,Delivered,Ecomm
1572,100904,1,294,129,25,24,124,128,135,,2,1,0,2,3.69,Open,Ecomm
1573,100905,1,18,184,9,7,164,168,170,,4,0,0,4,18.45,Cancelled,Store
1574,100906,1,265,9,32,29,64,67,73,,2,1,0,2,7.41,Open,Store
1575,100906,2,30,147,9,13,3,6,8,,1,0,0,1,55.21,Open,Store
1576,100906,3,56,29,32,29,144,147,153,153.0,5,4,3,2,3.55,Delivered,Store
1577,100907,1,287,135,25,34,11,14,19,,4,3,2,2,31.39,PartShipped,Store
1578,100908,1,145,134,25,39,117,118,122,,2,1,0,2,41.63,Open,Store
1579,100909,1,97,52,32,27,154,158,159,159.0,3,2,1,2,4.9,Delivered,Ecomm
1580,100910,1,173,70,1,36,136,137,142,,1,0,0,1,11.84,Open,Store
1581,100911,1,292,132,1,21,172,176,179,,1,0,0,1,35.75,Open,Store
1582,100912,1,22,85,25,16,75,78,80,,1,0,0,1,4.25,Open,B2B
1583,100912,2,74,77,1,27,66,69,70,72.0,3,2,1,2,11.18,Delivered,Ecomm
1584,100913,1,94,164,14,16,157,161,165,168.0,4,3,2,2,27.41,Delivered,Ecomm
1585,100914,1,53,143,9,20,101,104,106,,2,1,0,2,7.13,Open,Store
1586,100915,1,141,100,9,12,80,83,89,,2,1,0,2,4.39,Open,Store
1587,100915,2,61,116,31,24,176,177,179,,1,0,0,1,28.1,Open,B2B
1588,100916,1,66,119,32,16,88,92,95,,1,0,0,1,88.83,Open,B2B
1589,100917,1,134,102,14,37,59,61,66,,1,0,0,1,35.87,Open,Store
1590,100918,1,120,61,1,36,151,154,160,,4,3,2,2,22.67,PartShipped,Store
1591,100919,1,99,122,25,38,165,167,168,,1,0,0,1,4.27,Open,Store
1592,100919,2,49,129,18,12,156,157,164,,1,0,0,1,3.5,Open,Store
1593,100920,1,166,79,9,29,67,68,74,,3,2,1,2,24.57,PartShipped,Store
1594,100921,1,162,108,30,35,52,54,60,,2,1,0,2,15.74,Open,Store
1595,100922,1,166,136,32,24,87,88,89,,1,0,0,1,23.8,Open,Ecomm
1596,100922,2,172,184,14,3,11,12,17,,1,0,0,1,19.16,Open,Ecomm
1597,100923,1,122,90,9,11,176,178,180,,2,1,0,2,18.95,Open,Store
1598,100923,2,286,121,31,2,67,69,72,73.0,3,2,1,2,8.36,Delivered,Store
1599,100923,3,202,13,32,36,123,125,130,133.0,3,2,1,2,7.66,Delivered,Store
1600,100924,1,260,168,23,27,155,157,161,,2,1,0,2,13.25,Open,B2B
1601,100924,2,250,20,30,29,108,112,114,113.0,3,2,1,2,9.71,Delivered,Store
1602,100925,1,16,184,9,37,176,179,180,,1,0,0,1,18.48,Open,Store
1603,100925,2,239,48,31,24,98,101,103,,2,1,0,2,5.79,Open,Ecomm
1604,100926,1,180,178,30,24,130,133,140,,2,1,0,2,31.43,Open,Ecomm
1605,100927,1,246,28,23,40,180,180,180,,1,0,0,1,20.8,Open,Store
1606,100928,1,262,130,9,40,153,156,161,,1,0,0,1,39.61,Open,Store
1607,100929,1,273,59,9,37,35,37,39,,1,0,0,1,4.18,Open,Store
1608,100930,1,230,128,14,3,121,125,127,130.0,5,4,3,2,14.39,Delivered,Ecomm
1609,100931,1,175,88,32,3,84,85,88,88.0,5,4,3,2,35.31,Delivered,B2B
1610,100932,1,250,60,23,37,157,158,165,,1,0,0,1,26.37,Open,Store
1611,100933,1,20,150,14,3,3,5,7,,2,1,0,2,7.75,Open,Ecomm
1612,100934,1,184,150,31,27,175,177,178,,1,0,0,1,7.65,Open,Ecomm
1613,100934,2,131,59,31,16,93,96,102,,1,0,0,1,3.95,Open,B2B
1614,100935,1,152,65,25,2,30,34,39,,3,2,1,2,2.73,PartShipped,Store
1615,100935,2,236,65,32,16,78,79,84,,2,1,0,2,2.73,Open,Ecomm
1616,100935,3,48,175,14,29,17,19,26,,2,1,0,2,23.53,Open,Store
1617,100935,4,287,153,9,36,85,87,91,,2,1,0,2,20.35,Open,Store
1618,100936,1,134,165,9,34,101,102,103,103.0,3,2,1,2,20.93,Delivered,Store
1619,100937,1,210,51,18,24,4,7,9,9.0,4,3,2,2,9.19,Delivered,Ecomm
1620,100938,1,14,108,1,33,115,116,123,,2,1,0,2,15.98,Open,Store
1621,100938,2,231,18,31,34,59,60,66,66.0,3,2,1,2,30.86,Delivered,Store
1622,100938,3,281,104,9,12,134,138,141,,2,1,0,2,27.24,Open,Store
1623,100938,4,140,104,32,27,69,70,75,,2,1,0,2,28.41,Open,B2B
1624,100939,1,97,25,14,10,131,134,137,,1,0,0,1,23.58,Open,Store
1625,100940,1,267,60,5,2,119,123,128,,1,0,0,1,26.57,Open,Store
1626,100941,1,71,83,1,3,79,82,88,,4,1,0,4,6.17,Open,B2B
1627,100941,2,95,123,1,21,123,124,130,132.0,3,2,1,2,6.66,Delivered,Store
1628,100942,1,46,18,5,34,140,142,149,151.0,4,3,2,2,31.96,Delivered,Store
1629,100943,1,52,34,23,24,116,118,119,,1,0,0,1,39.6,Open,B2B
1630,100944,1,48,155,14,37,106,110,112,,1,0,0,1,15.5,Open,Store
1631,100944,2,186,71,23,28,137,141,146,148.0,4,3,2,2,21.0,Delivered,Store
1632,100945,1,43,128,14,40,17,18,24,24.0,4,2,1,3,14.2,Delivered,Store
1633,100946,1,240,57,23,10,119,122,124,,2,1,0,2,6.72,Open,Store
1634,100947,1,142,18,30,27,21,24,27,,2,1,0,2,32.22,Open,B2B
1635,100947,2,160,152,14,34,107,109,115,,3,1,0,3,30.75,Open,Store
1636,100948,1,92,57,9,27,100,102,106,109.0,3,2,1,2,6.78,Delivered,Ecomm
1637,100949,1,255,28,31,38,46,49,51,,2,1,0,2,19.82,Open,Store
1638,100950,1,5,192,9,8,26,30,36,,1,0,0,1,13.91,Open,Store
1639,100950,2,259,55,25,20,109,112,115,,2,1,0,2,7.68,Open,Store
1640,100950,3,111,165,14,37,37,38,39,,1,0,0,1,20.13,Open,Store
1641,100950,4,85,16,18,27,117,118,121,,2,1,0,2,13.31,Open,B2B
1642,100951,1,51,104,30,24,111,115,119,,3,2,1,2,29.0,PartShipped,Ecomm
1643,100952,1,26,147,30,7,9,11,17,,1,0,0,1,56.24,Open,Store
1644,100953,1,99,154,1,27,111,115,117,,2,1,0,2,18.97,Open,Ecomm
1645,100953,2,161,94,23,13,129,130,137,,3,0,0,3,18.21,Cancelled,Store
1646,100954,1,216,68,1,28,126,130,131,,1,0,0,1,10.71,Cancelled,Store
1647,100954,2,198,33,14,16,108,110,115,,3,1,0,3,24.48,Open,Ecomm
1648,100954,3,77,127,31,3,52,56,58,,1,0,0,1,21.37,Open,Ecomm
1649,100955,1,264,155,9,13,25,26,30,,2,1,0,2,16.08,Open,Store
1650,100955,2,294,178,30,16,127,130,136,135.0,4,3,2,2,32.8,Delivered,Ecomm
1651,100955,3,258,21,25,16,71,73,78,,1,0,0,1,5.7,Open,B2B
1652,100956,1,107,21,14,8,152,153,155,158.0,5,4,3,2,6.14,Delivered,Store
1653,100957,1,30,172,9,2,110,112,113,114.0,4,3,2,2,21.89,Delivered,Store
1654,100957,2,151,193,5,37,137,141,147,149.0,3,2,1,2,7.87,Delivered,Store
1655,100958,1,244,134,14,24,61,63,66,69.0,3,2,1,2,43.81,Delivered,Ecomm
1656,100958,2,295,78,30,3,85,87,94,,1,0,0,1,11.81,Open,Ecomm
1657,100959,1,83,154,32,28,134,137,144,,1,0,0,1,19.12,Open,Store
1658,100959,2,2,14,5,33,91,95,98,,2,1,0,2,4.49,Open,Store
1659,100960,1,171,179,9,40,80,83,87,,2,1,0,2,8.62,Open,Store
1660,100960,2,269,187,14,3,56,60,64,63.0,3,2,1,2,6.35,Delivered,Ecomm
1661,100960,3,258,24,32,37,53,54,59,59.0,3,2,1,2,19.41,Delivered,Store
1662,100960,4,132,107,5,8,14,15,22,,1,0,0,1,28.93,Open,Store
1663,100961,1,275,42,31,10,3,4,8,,1,0,0,1,25.93,Open,Store
1664,100962,1,237,139,14,27,83,87,94,93.0,4,3,2,2,10.73,Delivered,Ecomm
1665,100962,2,22,33,5,12,123,125,132,,1,0,0,1,25.06,Open,Store
1666,100963,1,136,34,18,20,109,111,112,,2,1,0,2,37.01,Open,Store
1667,100963,2,28,82,23,40,127,129,136,138.0,4,2,1,3,17.86,Delivered,Store
1668,100963,3,232,195,5,37,163,165,171,,1,0,0,1,6.7,Open,Store
1669,100963,4,196,57,9,34,52,54,61,,1,0,0,1,6.7,Open,Store
1670,100963,5,209,152,9,3,130,134,138,,2,0,0,2,30.22,Open,Ecomm
1671,100964,1,57,9,18,39,77,80,86,89.0,3,2,1,2,7.61,Delivered,Store
1672,100965,1,252,152,31,20,35,37,43,42.0,4,3,2,2,31.84,Delivered,Store
1673,100966,1,90,149,23,3,113,115,116,115.0,3,2,1,2,19.78,Delivered,Ecomm
1674,100967,1,76,145,31,3,48,52,55,,1,0,0,1,16.93,Open,B2B
1675,100967,2,27,76,1,3,12,16,23,,2,1,0,2,4.69,Open,Ecomm
1676,100967,3,239,58,9,16,108,111,116,,2,1,0,2,14.67,Open,Ecomm
1677,100968,1,231,83,9,2,73,74,77,,1,0,0,1,5.85,Open,Store
1678,100969,1,21,177,14,11,132,135,139,,2,1,0,2,71.1,Open,Store
1679,100969,2,38,118,1,13,124,128,132,,1,0,0,1,13.43,Open,Store
1680,100969,3,77,71,32,40,80,83,90,,1,0,0,1,20.94,Open,Store
1681,100970,1,134,42,1,3,81,84,89,,2,0,0,2,27.74,Open,Ecomm
1682,100970,2,172,14,30,29,152,156,162,162.0,4,3,2,2,4.52,Delivered,Store
1683,100971,1,90,102,1,13,90,92,99,,2,1,0,2,34.93,Open,Store
1684,100971,2,203,19,9,10,28,32,38,,2,1,0,2,17.52,Open,Store
1685,100971,3,52,30,9,28,95,97,98,,1,0,0,1,40.69,Open,Store
1686,100972,1,178,27,30,27,25,28,30,,2,1,0,2,16.82,Open,B2B
1687,100972,2,147,86,32,10,131,132,133,135.0,3,2,1,2,10.57,Delivered,Store
1688,100973,1,145,86,1,24,121,122,124,,2,0,0,2,11.08,Open,B2B
1689,100974,1,117,152,31,24,27,30,37,,1,0,0,1,30.38,Open,Ecomm
1690,100975,1,231,5,31,27,109,111,113,,1,0,0,1,28.33,Open,Ecomm
1691,100975,2,253,26,32,33,126,129,136,,2,1,0,2,4.18,Open,Store
1692,100976,1,251,174,9,16,141,142,145,,2,1,0,2,7.97,Open,Ecomm
1693,100977,1,271,33,23,13,136,139,142,,2,1,0,2,25.2,Open,Store
1694,100978,1,192,20,31,2,46,50,56,58.0,5,4,3,2,9.93,Delivered,Store
1695,100979,1,41,160,5,11,156,160,166,,1,0,0,1,7.62,Cancelled,Store
1696,100980,1,120,45,14,24,115,116,121,,1,0,0,1,20.63,Open,Ecomm
1697,100981,1,243,139,30,35,118,119,123,125.0,3,2,1,2,10.47,Delivered,Store
1698,100981,2,226,176,1,3,35,36,43,,1,0,0,1,13.12,Cancelled,B2B
1699,100981,3,298,150,25,3,22,25,32,,1,0,0,1,7.29,Open,Ecomm
1700,100982,1,267,171,31,12,18,22,23,,2,1,0,2,49.23,Open,Store
1701,100983,1,42,161,5,7,78,80,85,,2,0,0,2,9.43,Open,Store
1702,100983,2,249,23,14,3,59,61,64,64.0,4,2,1,3,4.53,Delivered,Ecomm
1703,100984,1,95,73,1,21,155,156,163,,1,0,0,1,4.93,Open,Store
1704,100984,2,142,177,9,29,15,17,21,21.0,3,2,1,2,75.32,Delivered,Store
1705,100985,1,160,21,1,16,62,66,68,,1,0,0,1,5.82,Open,Ecomm
1706,100986,1,260,67,14,27,47,51,56,,2,1,0,2,26.02,Open,Ecomm
1707,100987,1,272,37,18,24,148,149,156,159.0,3,2,1,2,10.7,Delivered,Ecomm
1708,100988,1,121,82,9,29,52,55,58,61.0,3,2,1,2,18.24,Delivered,Store
1709,100988,2,258,178,32,27,110,111,116,,1,0,0,1,32.34,Open,Ecomm
1710,100989,1,243,82,30,13,150,153,157,,2,1,0,2,17.9,Open,Store
1711,100989,2,168,14,31,22,126,129,134,135.0,3,2,1,2,4.59,Delivered,Store
1712,100990,1,44,126,14,29,91,94,97,,2,1,0,2,3.22,Open,Store
1713,100991,1,220,43,18,13,61,65,68,,3,1,0,3,18.12,Open,Store
1714,100992,1,169,171,25,22,24,25,29,,1,0,0,1,48.77,Open,Store
1715,100993,1,48,6,32,8,85,89,94,,2,1,0,2,27.25,Open,Store
1716,100994,1,132,85,5,40,22,23,27,28.0,3,2,1,2,4.44,Delivered,Store
1717,100994,2,166,186,18,3,93,95,102,,2,1,0,2,29.22,Open,Ecomm
1718,100995,1,193,198,31,36,114,117,122,,1,0,0,1,17.33,Open,Store
1719,100995,2,27,28,23,36,35,36,39,,1,0,0,1,19.23,Open,Store
1720,100996,1,175,98,32,21,25,27,29,31.0,4,2,1,3,6.6,Delivered,Store
1721,100997,1,54,20,18,24,71,75,80,,2,1,0,2,9.69,Open,Ecomm
1722,100998,1,123,8,23,33,91,93,94,,3,0,0,3,16.9,Cancelled,Store
1723,100998,2,224,42,23,27,80,82,89,,1,0,0,1,28.09,Open,Ecomm
1724,100998,3,57,190,9,24,41,45,48,,2,1,0,2,12.35,Open,B2B
1725,100999,1,80,105,30,2,173,177,179,180.0,4,3,2,2,23.13,Delivered,Store
1726,101000,1,295,23,30,35,159,163,168,171.0,4,3,2,2,4.74,Delivered,Store
1727,101000,2,124,97,25,2,103,104,108,,2,1,0,2,51.33,Open,Store
1728,101000,3,102,181,25,2,9,13,15,,2,1,0,2,6.43,Open,Store
1729,101001,1,136,191,1,16,177,179,180,,6,5,4,2,19.35,PartShipped,Ecomm
1730,101002,1,62,20,32,24,40,41,42,,2,1,0,2,9.6,Open,B2B
1731,101003,1,226,196,18,13,103,107,114,,2,1,0,2,10.96,Open,Store
1732,101004,1,185,54,14,36,149,153,154,,2,1,0,2,10.69,Open,Store
1733,101004,2,91,4,32,16,142,144,151,,1,0,0,1,8.88,Open,Ecomm
1734,101005,1,43,154,30,3,17,19,23,,2,1,0,2,19.62,Open,Ecomm
1735,101006,1,190,168,23,28,93,94,99,,1,0,0,1,12.51,Open,Store
1736,101007,1,211,63,9,24,170,172,173,,1,0,0,1,10.7,Open,B2B
1737,101008,1,77,147,32,24,56,57,64,65.0,4,3,2,2,60.43,Delivered,B2B
1738,101009,1,67,88,25,16,38,40,43,43.0,4,3,2,2,37.3,Delivered,Ecomm
1739,101009,2,34,18,14,37,98,101,106,,1,0,0,1,29.35,Open,Store
1740,101010,1,120,43,5,27,86,87,92,91.0,3,2,1,2,19.32,Delivered,Ecomm
1741,101011,1,150,59,14,16,92,96,97,,1,0,0,1,4.24,Open,B2B
1742,101012,1,282,54,18,3,120,122,123,123.0,4,3,2,2,9.61,Delivered,Ecomm
1743,101013,1,255,124,23,21,67,70,73,,3,2,1,2,17.28,PartShipped,Store
1744,101013,2,276,152,31,36,136,139,142,,1,0,0,1,32.27,Open,Store
1745,101014,1,67,164,9,29,98,101,103,,2,1,0,2,28.97,Open,Store
1746,101015,1,99,164,23,12,60,62,66,,3,1,0,3,27.71,Open,Store
1747,101015,2,27,197,23,27,136,139,146,,5,4,3,2,5.61,PartShipped,Ecomm
1748,101016,1,297,155,31,3,11,15,16,,1,0,0,1,14.58,Open,Ecomm
1749,101016,2,88,148,9,2,164,168,171,,1,0,0,1,24.81,Open,Store
1750,101016,3,298,2,5,34,1,4,7,,3,1,0,3,10.77,Open,Store
1751,101016,4,171,129,25,24,64,68,70,,2,1,0,2,3.64,Open,B2B
1752,101017,1,30,17,1,2,118,121,122,122.0,3,2,1,2,4.54,Delivered,Store
1753,101017,2,284,10,32,33,6,7,8,,2,1,0,2,32.52,Open,Store
1754,101017,3,207,168,5,22,80,84,91,,1,0,0,1,12.93,Open,Store
1755,101017,4,215,44,30,8,127,129,135,,2,1,0,2,13.08,Open,Store
1756,101017,5,147,13,18,13,53,55,59,58.0,3,2,1,2,7.48,Delivered,Store
1757,101017,6,161,185,1,33,15,16,22,,4,0,0,4,20.67,Cancelled,Store
1758,101017,7,110,180,9,3,139,141,148,,1,0,0,1,18.11,Open,Ecomm
1759,101017,8,261,17,30,12,17,19,26,,2,1,0,2,5.07,Open,Store
1760,101017,9,202,92,5,27,9,10,12,11.0,4,3,2,2,13.28,Delivered,B2B
1761,101018,1,233,164,18,24,130,132,138,,2,1,0,2,27.77,Open,B2B
1762,101018,2,296,101,31,40,110,113,115,,3,2,1,2,7.96,PartShipped,Store
1763,101018,3,214,33,32,3,156,160,162,,1,0,0,1,25.21,Open,Ecomm
1764,101019,1,225,169,5,21,140,142,146,,1,0,0,1,14.08,Open,Store
1765,101020,1,22,122,1,3,141,144,145,,1,0,0,1,4.33,Open,Ecomm
1766,101021,1,141,24,14,16,11,15,20,,2,1,0,2,19.78,Open,Ecomm
1767,101021,2,96,198,1,29,54,57,62,,1,0,0,1,18.08,Open,Store
1768,101022,1,5,125,23,27,175,178,180,,2,1,0,2,22.38,Open,Ecomm
1769,101022,2,2,17,5,39,81,82,86,,1,0,0,1,4.72,Open,Store
1770,101023,1,105,141,32,36,131,132,136,,1,0,0,1,46.65,Open,Store
1771,101024,1,116,198,31,34,9,13,16,,3,1,0,3,17.57,Open,Store
1772,101024,2,99,27,9,27,52,55,60,,2,1,0,2,16.24,Open,Ecomm
1773,101025,1,80,15,32,40,158,159,164,,1,0,0,1,16.59,Open,Store
1774,101025,2,76,39,31,8,77,78,83,,1,0,0,1,8.09,Open,Store
1775,101025,3,180,15,31,35,49,53,54,,1,0,0,1,15.78,Open,Store
1776,101026,1,196,60,1,8,149,151,153,,1,0,0,1,24.72,Open,Store
1777,101026,2,76,178,25,21,66,68,75,77.0,3,2,1,2,30.55,Delivered,Store
1778,101027,1,106,162,32,38,82,85,92,91.0,4,3,2,2,10.09,Delivered,Store
1779,101028,1,25,75,14,3,2,5,9,,2,1,0,2,31.46,Open,Ecomm
1780,101029,1,39,110,18,8,124,127,128,,1,0,0,1,13.76,Open,Store
1781,101030,1,165,81,23,16,26,29,31,,2,0,0,2,11.48,Cancelled,Ecomm
1782,101031,1,292,7,5,29,50,54,56,,1,0,0,1,9.37,Cancelled,Store
1783,101032,1,171,184,25,24,17,18,22,,3,1,0,3,19.66,Open,Ecomm
1784,101032,2,205,111,31,37,102,106,113,,1,0,0,1,13.27,Open,Store
1785,101033,1,88,167,14,37,123,127,128,,2,1,0,2,32.72,Open,Store
1786,101034,1,36,3,9,16,154,157,159,,2,1,0,2,20.56,Open,B2B
1787,101035,1,298,191,32,27,30,31,32,,6,5,4,2,18.82,PartShipped,Ecomm
1788,101036,1,168,156,32,29,22,26,30,,2,0,0,2,27.85,Open,Store
1789,101036,2,99,156,23,10,140,142,147,150.0,3,2,1,2,26.41,Delivered,Store
1790,101037,1,64,76,1,3,67,70,76,,2,0,0,2,4.86,Cancelled,B2B
1791,101038,1,175,166,23,28,22,26,32,33.0,4,3,2,2,28.68,Delivered,Store
1792,101038,2,143,60,5,16,32,36,43,,2,1,0,2,24.41,Open,Ecomm
1793,101038,3,11,18,32,21,34,35,39,,2,1,0,2,32.22,Open,Store
1794,101038,4,73,28,1,10,132,135,139,140.0,5,4,3,2,20.4,Delivered,Store
1795,101038,5,254,108,1,13,71,75,76,,1,0,0,1,16.74,Cancelled,Store
1796,101039,1,233,5,32,3,82,83,84,85.0,5,3,2,3,27.82,Delivered,Ecomm
1797,101039,2,300,105,30,29,38,39,45,,4,3,2,2,22.12,PartShipped,Store
1798,101040,1,67,58,1,40,32,34,36,,2,1,0,2,16.28,Open,Store
1799,101041,1,205,110,14,12,16,18,20,21.0,3,2,1,2,14.21,Delivered,Store
1800,101042,1,200,157,1,39,17,18,22,24.0,4,3,2,2,11.17,Delivered,Store
1801,101042,2,58,199,31,20,50,51,54,,2,1,0,2,5.55,Open,Store
1802,101043,1,248,49,14,3,33,36,38,,1,0,0,1,7.99,Open,Ecomm
1803,101043,2,262,142,25,37,4,7,10,13.0,3,2,1,2,5.62,Delivered,Store
1804,101043,3,83,87,30,29,67,70,73,75.0,3,2,1,2,13.89,Delivered,Store
1805,101043,4,246,98,9,2,171,175,179,,2,1,0,2,6.92,Open,Store
1806,101043,5,27,87,1,20,115,119,125,,2,1,0,2,13.74,Open,Store
1807,101043,6,227,155,31,3,145,149,150,150.0,5,3,2,3,15.94,Delivered,Ecomm
1808,101044,1,166,87,30,35,76,78,81,,1,0,0,1,14.58,Open,Store
1809,101044,2,269,133,1,24,58,60,64,,1,0,0,1,13.95,Open,B2B
1810,101045,1,52,38,25,27,53,55,62,,1,0,0,1,13.09,Open,B2B
1811,101045,2,266,91,23,35,51,54,57,,1,0,0,1,10.87,Open,Store
1812,101045,3,16,6,9,37,139,141,146,,1,0,0,1,26.68,Open,Store
1813,101046,1,58,173,32,22,54,55,61,61.0,3,2,1,2,8.33,Delivered,Store
1814,101046,2,111,57,9,28,149,150,153,154.0,5,2,1,4,6.67,Delivered,Store
1815,101047,1,42,27,31,21,36,40,43,45.0,3,2,1,2,16.42,Delivered,Store
1816,101047,2,134,3,31,27,8,9,15,16.0,3,2,1,2,21.94,Delivered,Ecomm
1817,101048,1,214,51,31,27,122,126,127,,1,0,0,1,9.43,Open,Ecomm
1818,101049,1,242,200,32,38,77,80,85,86.0,3,2,1,2,3.43,Delivered,Store
1819,101050,1,44,192,9,37,32,34,37,,3,2,1,2,14.42,PartShipped,Store
1820,101051,1,198,2,14,24,171,173,175,178.0,5,4,3,2,10.96,Delivered,Ecomm
1821,101051,2,248,159,5,16,150,154,158,,1,0,0,1,9.76,Open,B2B
1822,101052,1,232,3,30,27,126,129,134,,3,1,0,3,21.68,Open,B2B
1823,101052,2,260,61,30,10,6,8,11,12.0,3,2,1,2,21.08,Delivered,Store
1824,101053,1,236,130,25,3,76,77,79,,1,0,0,1,42.43,Open,B2B
1825,101054,1,141,11,30,3,79,80,82,,2,1,0,2,15.27,Open,Ecomm
1826,101055,1,42,124,31,11,3,7,13,,2,1,0,2,17.88,Open,Store
1827,101056,1,81,109,32,3,54,56,57,57.0,3,2,1,2,12.13,Delivered,Ecomm
1828,101056,2,12,5,9,27,101,102,105,,2,1,0,2,29.7,Open,B2B
