ShipmentLineId,ShipmentId,LineNumber,SalesOrderLine,Product,OriginLocation,DestinationLocation,ShipDate,DeliveryDate,ShippedQty,CarrierName,ServiceLevel,PlannedTransitDays,ActualTransitDays,FreightCost,ShipmentStatus,DelayReason
541,500541,1,1593,79,9,29,68,71.0,1,LineHaulOne,Ground,4,3.0,4.0,Delivered,
542,500542,1,1598,121,31,2,68,74.0,1,NorthCarrier,Ground,5,6.0,4.0,Delayed,HubCongestion
543,500543,1,1599,13,32,36,125,129.0,1,LineHaulOne,Economy,3,4.0,4.0,Delayed,Weather
544,500544,1,1601,20,30,29,112,117.0,1,ParcelEx,Ground,5,5.0,4.0,Delivered,
545,500545,1,1608,128,14,3,125,130.0,1,LineHaulOne,Economy,4,5.0,4.0,Delivered,
546,500546,2,1608,128,14,3,125,127.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
547,500547,3,1608,128,14,3,124,126.0,1,ParcelEx,Ground,3,2.0,4.0,Delivered,
548,500548,1,1609,88,32,3,85,86.0,3,NorthCarrier,Ground,1,1.0,4.45,Delivered,
549,500549,1,1614,65,25,2,34,38.0,1,BlueRoad,Express,4,4.0,4.0,Delivered,
550,500550,1,1618,165,9,34,102,105.0,1,LineHaulOne,Express,4,3.0,4.0,Delivered,
551,500551,1,1619,51,18,24,6,11.0,1,NorthCarrier,Ground,5,5.0,4.0,Delivered,
552,500552,2,1619,51,18,24,6,12.0,1,NorthCarrier,Economy,4,6.0,4.0,Delayed,Weather
553,500553,1,1621,18,31,34,59,62.0,1,ParcelEx,Ground,4,3.0,4.0,Delivered,
554,500554,1,1627,123,1,21,123,125.0,1,LineHaulOne,Ground,1,2.0,4.0,Delivered,
555,500555,1,1628,18,5,34,142,147.0,2,LineHaulOne,Ground,4,5.0,4.0,Delivered,
556,500556,1,1631,71,23,28,141,148.0,2,BlueRoad,Ground,3,7.0,4.0,Delayed,HubCongestion
557,500557,1,1632,128,14,40,17,19.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
558,500558,1,1636,57,9,27,102,104.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
559,500559,1,1642,104,30,24,114,116.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
560,500560,1,1650,178,30,16,130,134.0,2,ParcelEx,Ground,4,4.0,4.35,Delivered,
561,500561,1,1652,21,14,8,153,157.0,3,LineHaulOne,Economy,3,4.0,4.0,Delivered,
562,500562,1,1653,172,9,2,111,117.0,2,ParcelEx,Ground,5,6.0,4.0,Delivered,
563,500563,1,1654,193,5,37,140,146.0,1,LineHaulOne,Express,5,6.0,4.0,Delivered,
564,500564,1,1655,134,14,24,62,66.0,1,NorthCarrier,Express,3,4.0,4.0,Delayed,Customs
565,500565,1,1660,187,14,3,59,60.0,1,NorthCarrier,Ground,2,1.0,4.0,Delivered,
566,500566,1,1661,24,32,37,54,55.0,1,BlueRoad,Express,2,1.0,4.0,Delivered,
567,500567,1,1664,139,14,27,87,91.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
568,500568,2,1664,139,14,27,87,89.0,1,NorthCarrier,Ground,1,2.0,4.0,Delivered,
569,500569,1,1667,82,23,40,129,134.0,1,NorthCarrier,Express,5,5.0,4.0,Delivered,
570,500570,1,1671,9,18,39,79,81.0,1,LineHaulOne,Ground,1,2.0,4.0,Delivered,
571,500571,1,1672,152,31,20,36,42.0,2,NorthCarrier,Economy,5,6.0,4.0,Delivered,
572,500572,1,1673,149,23,3,114,116.0,1,NorthCarrier,Ground,3,2.0,4.0,Delivered,
573,500573,1,1682,14,30,29,155,157.0,2,ParcelEx,Economy,3,2.0,4.0,Delivered,
574,500574,1,1687,86,32,10,132,137.0,1,NorthCarrier,Express,2,5.0,4.0,Delayed,HubCongestion
575,500575,1,1694,20,31,2,50,55.0,3,NorthCarrier,Express,4,5.0,4.0,Delivered,
576,500576,1,1697,139,30,35,119,124.0,1,LineHaulOne,Express,4,5.0,4.0,Delivered,
577,500577,1,1702,23,14,3,60,66.0,1,ParcelEx,Economy,5,6.0,4.0,Delivered,
578,500578,1,1704,177,9,29,16,21.0,1,BlueRoad,Ground,5,5.0,4.0,Delivered,
579,500579,1,1707,37,18,24,149,152.0,1,BlueRoad,Ground,2,3.0,4.0,Delivered,
580,500580,1,1708,82,9,29,55,56.0,1,NorthCarrier,Ground,2,1.0,4.0,Delivered,
581,500581,1,1711,14,31,22,128,130.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
582,500582,1,1716,85,5,40,23,24.0,1,NorthCarrier,Ground,2,1.0,4.0,Delivered,
583,500583,1,1720,98,32,21,26,30.0,1,NorthCarrier,Economy,5,4.0,4.0,Delivered,
584,500584,1,1725,105,30,2,176,180.0,2,LineHaulOne,Ground,5,4.0,4.0,Delivered,
585,500585,1,1726,23,30,35,163,166.0,1,NorthCarrier,Ground,4,3.0,4.0,Delivered,
586,500586,2,1726,23,30,35,163,165.0,1,LineHaulOne,Ground,3,2.0,4.0,Delivered,
587,500587,1,1729,191,1,16,179,180.0,4,BlueRoad,Ground,1,1.0,5.45,Delivered,
588,500588,1,1737,147,32,24,56,58.0,2,BlueRoad,Ground,2,2.0,4.0,Delivered,
589,500589,1,1738,88,25,16,39,40.0,2,ParcelEx,Express,1,1.0,4.0,Delivered,
590,500590,1,1740,43,5,27,86,87.0,1,ParcelEx,Ground,1,1.0,4.0,Delivered,
591,500591,1,1742,54,18,3,122,129.0,2,LineHaulOne,Ground,5,7.0,4.01,Delayed,Customs
592,500592,1,1743,124,23,21,70,74.0,1,BlueRoad,Ground,3,4.0,4.0,Delivered,
593,500593,1,1747,197,23,27,138,140.0,1,LineHaulOne,Ground,3,2.0,4.0,Delivered,
594,500594,2,1747,197,23,27,138,141.0,1,LineHaulOne,Ground,2,3.0,4.0,Delivered,
595,500595,3,1747,197,23,27,139,147.0,1,BlueRoad,Express,5,8.0,4.0,Delayed,Customs
596,500596,1,1752,17,1,2,121,123.0,1,BlueRoad,Express,1,2.0,4.0,Delivered,
597,500597,1,1756,13,18,13,54,58.0,1,NorthCarrier,Economy,3,4.0,4.0,Delivered,
598,500598,1,1760,92,5,27,9,13.0,2,LineHaulOne,Ground,3,4.0,4.0,Delayed,Weather
599,500599,1,1762,101,31,40,112,115.0,1,NorthCarrier,Ground,2,3.0,4.0,Delayed,Capacity
600,500600,1,1777,178,25,21,67,71.0,1,BlueRoad,Economy,3,4.0,4.0,Delivered,
601,500601,1,1778,162,32,38,84,85.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
602,500602,2,1778,162,32,38,85,88.0,1,ParcelEx,Ground,4,3.0,4.0,Delivered,
603,500603,1,1787,191,32,27,30,31.0,4,NorthCarrier,Ground,1,1.0,5.29,Delivered,
604,500604,1,1789,156,23,10,142,148.0,1,LineHaulOne,Ground,5,6.0,4.0,Delivered,
605,500605,1,1791,166,23,28,26,31.0,2,NorthCarrier,Ground,5,5.0,4.0,Delivered,
606,500606,1,1794,28,1,10,134,139.0,1,LineHaulOne,Ground,4,5.0,4.0,Delivered,
607,500607,2,1794,28,1,10,134,139.0,2,BlueRoad,Ground,5,5.0,4.0,Delivered,
608,500608,1,1796,5,32,3,82,83.0,1,BlueRoad,Economy,1,1.0,4.0,Delivered,
609,500609,2,1796,5,32,3,83,85.0,1,ParcelEx,Ground,1,2.0,4.0,Delivered,
610,500610,1,1797,105,30,29,38,40.0,2,NorthCarrier,Ground,3,2.0,4.0,Delivered,
611,500611,1,1799,110,14,12,18,21.0,1,BlueRoad,Express,3,3.0,4.0,Delivered,
612,500612,1,1800,157,1,39,17,21.0,1,LineHaulOne,Economy,5,4.0,4.0,Delivered,
613,500613,2,1800,157,1,39,17,21.0,1,BlueRoad,Economy,4,4.0,4.0,Delivered,
614,500614,1,1803,142,25,37,7,10.0,1,LineHaulOne,Economy,4,3.0,4.0,Delivered,
615,500615,1,1804,87,30,29,70,72.0,1,LineHaulOne,Ground,3,2.0,4.0,Delivered,
616,500616,1,1807,155,31,3,149,151.0,1,BlueRoad,Economy,3,2.0,4.0,Delivered,
617,500617,2,1807,155,31,3,149,153.0,1,NorthCarrier,Ground,5,4.0,4.0,Delivered,
618,500618,1,1813,173,32,22,54,55.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
619,500619,1,1814,57,9,28,150,153.0,1,LineHaulOne,Ground,3,3.0,4.0,Delivered,
620,500620,1,1815,27,31,21,40,42.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
621,500621,1,1816,3,31,27,9,11.0,1,BlueRoad,Economy,3,2.0,4.0,Delivered,
622,500622,1,1818,200,32,38,80,83.0,1,LineHaulOne,Ground,3,3.0,4.0,Delivered,
623,500623,1,1819,192,9,37,33,34.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
624,500624,1,1820,2,14,24,173,176.0,1,BlueRoad,Ground,4,3.0,4.0,Delivered,
625,500625,2,1820,2,14,24,172,175.0,1,ParcelEx,Ground,3,3.0,4.0,Delivered,
626,500626,3,1820,2,14,24,173,175.0,1,ParcelEx,Economy,3,2.0,4.0,Delivered,
627,500627,1,1823,61,30,10,7,12.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
628,500628,1,1827,109,32,3,55,56.0,1,BlueRoad,Ground,2,1.0,4.0,Delivered,
629,500629,1,1829,73,14,16,64,65.0,1,NorthCarrier,Express,1,1.0,4.0,Delivered,
630,500630,1,1833,45,25,22,88,94.0,2,LineHaulOne,Economy,5,6.0,4.0,Delivered,
631,500631,1,1834,163,5,24,142,147.0,2,NorthCarrier,Ground,4,5.0,4.0,Delivered,
632,500632,1,1838,105,23,27,27,30.0,1,LineHaulOne,Express,3,3.0,4.0,Delivered,
633,500633,1,1841,13,9,29,65,66.0,1,ParcelEx,Express,1,1.0,4.0,Delivered,
634,500634,2,1841,13,9,29,65,66.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
635,500635,1,1848,140,32,3,68,69.0,1,NorthCarrier,Express,2,1.0,4.0,Delivered,
636,500636,1,1849,2,25,24,172,177.0,2,NorthCarrier,Ground,4,5.0,4.11,Delivered,
637,500637,1,1855,91,32,13,15,18.0,1,LineHaulOne,Ground,4,3.0,4.0,Delivered,
638,500638,1,1858,17,31,28,90,97.0,1,BlueRoad,Ground,4,7.0,4.0,Delayed,Weather
639,500639,2,1858,17,31,28,89,94.0,1,ParcelEx,Economy,5,5.0,4.0,Delivered,
640,500640,1,1859,27,23,3,82,83.0,1,LineHaulOne,Ground,2,1.0,4.0,Delivered,
641,500641,1,1864,8,5,39,34,36.0,2,NorthCarrier,Ground,1,2.0,4.0,Delivered,
642,500642,1,1866,176,30,24,44,48.0,2,NorthCarrier,Ground,5,4.0,4.0,Delivered,
643,500643,1,1868,177,5,13,133,134.0,2,ParcelEx,Economy,1,1.0,4.0,Delivered,
644,500644,1,1871,110,30,37,102,106.0,1,NorthCarrier,Ground,3,4.0,4.0,Delivered,
645,500645,1,1877,111,23,39,4,10.0,1,BlueRoad,Economy,5,6.0,4.0,Delivered,
646,500646,2,1877,111,23,39,4,6.0,1,ParcelEx,Ground,2,2.0,4.0,Delivered,
647,500647,1,1880,69,9,24,50,54.0,1,NorthCarrier,Ground,4,4.0,4.0,Delivered,
648,500648,1,1881,111,9,36,89,91.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
649,500649,1,1882,169,14,40,92,97.0,1,BlueRoad,Ground,5,5.0,4.0,Delivered,
650,500650,1,1891,165,5,38,44,46.0,1,BlueRoad,Economy,1,2.0,4.0,Delivered,
651,500651,2,1891,165,5,38,44,47.0,1,BlueRoad,Ground,4,3.0,4.0,Delivered,
652,500652,1,1894,190,30,3,149,153.0,1,ParcelEx,Ground,5,4.0,4.0,Delivered,
653,500653,1,1896,118,14,36,18,20.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
654,500654,1,1897,106,32,24,167,169.0,1,BlueRoad,Ground,2,2.0,4.0,Delivered,
655,500655,1,1899,106,9,27,160,167.0,2,ParcelEx,Economy,4,7.0,4.0,Delayed,HubCongestion
656,500656,1,1901,92,32,40,13,17.0,2,ParcelEx,Economy,5,4.0,4.0,Delivered,
657,500657,1,1903,76,9,10,79,80.0,2,NorthCarrier,Express,2,1.0,4.0,Delivered,
658,500658,1,1905,143,14,16,76,80.0,1,BlueRoad,Express,3,4.0,4.0,Delivered,
659,500659,1,1906,39,5,28,49,50.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
660,500660,1,1909,78,25,16,120,121.0,1,NorthCarrier,Ground,2,1.0,4.0,Delivered,
661,500661,2,1909,78,25,16,121,122.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
662,500662,1,1912,73,32,3,26,27.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
663,500663,1,1913,28,32,12,118,119.0,2,BlueRoad,Ground,2,1.0,4.0,Delivered,
664,500664,1,1925,165,25,21,180,180.0,1,BlueRoad,Express,2,3.0,4.0,Delivered,
665,500665,1,1934,99,1,7,157,160.0,1,BlueRoad,Economy,4,3.0,4.0,Delivered,
666,500666,1,1935,15,14,20,121,125.0,2,BlueRoad,Ground,5,4.0,4.0,Delivered,
667,500667,1,1938,36,25,27,43,45.0,1,LineHaulOne,Ground,3,2.0,4.0,Delivered,
668,500668,1,1941,200,18,20,156,157.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
669,500669,2,1941,200,18,20,157,161.0,1,ParcelEx,Ground,1,4.0,4.0,Delayed,Weather
670,500670,3,1941,200,18,20,157,159.0,1,BlueRoad,Ground,2,2.0,4.0,Delivered,
671,500671,1,1949,151,23,3,15,17.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
672,500672,2,1949,151,23,3,16,20.0,2,ParcelEx,Express,5,4.0,4.0,Delivered,
673,500673,3,1949,151,23,3,16,23.0,3,BlueRoad,Ground,4,7.0,4.63,Delayed,Capacity
674,500674,1,1954,114,31,36,136,137.0,1,BlueRoad,Express,2,1.0,4.0,Delivered,
675,500675,1,1955,64,23,40,48,51.0,1,NorthCarrier,Ground,3,3.0,4.0,Delivered,
676,500676,1,1959,124,23,33,131,136.0,2,ParcelEx,Express,5,5.0,4.0,Delivered,
677,500677,1,1963,24,1,3,13,15.0,1,ParcelEx,Express,2,2.0,4.0,Delivered,
678,500678,1,1968,106,5,24,180,180.0,1,LineHaulOne,Economy,3,4.0,4.0,Delivered,
679,500679,1,1970,151,30,3,45,46.0,4,ParcelEx,Ground,1,1.0,6.28,Delivered,
680,500680,1,1972,105,31,8,58,60.0,1,ParcelEx,Ground,1,2.0,4.0,Delivered,
681,500681,1,1982,186,23,3,63,66.0,1,ParcelEx,Ground,2,3.0,4.0,Delayed,HubCongestion
682,500682,1,1983,36,18,24,83,86.0,1,NorthCarrier,Ground,2,3.0,4.0,Delivered,
683,500683,1,1985,192,23,3,140,142.0,1,ParcelEx,Ground,2,2.0,4.0,Delivered,
684,500684,2,1985,192,23,3,141,142.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
685,500685,1,1987,153,9,40,155,159.0,2,BlueRoad,Ground,5,4.0,4.38,Delivered,
686,500686,1,1988,160,9,27,154,157.0,2,LineHaulOne,Economy,4,3.0,4.0,Delivered,
687,500687,1,1991,140,9,2,80,83.0,1,LineHaulOne,Ground,2,3.0,4.0,Delivered,
688,500688,1,1992,165,23,7,124,125.0,3,BlueRoad,Ground,1,1.0,4.0,Delivered,
689,500689,1,1998,128,31,39,127,129.0,1,ParcelEx,Ground,1,2.0,4.0,Delivered,
690,500690,1,2002,195,5,3,98,100.0,2,NorthCarrier,Ground,2,2.0,4.0,Delivered,
691,500691,1,2008,154,30,37,24,28.0,1,LineHaulOne,Express,4,4.0,4.0,Delivered,
692,500692,1,2010,44,9,11,163,168.0,3,BlueRoad,Economy,2,5.0,5.58,Delayed,Customs
693,500693,1,2012,136,23,27,158,163.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
694,500694,1,2018,107,5,27,147,151.0,1,BlueRoad,Express,3,4.0,4.0,Delivered,
695,500695,1,2020,46,18,20,63,67.0,1,ParcelEx,Ground,3,4.0,4.0,Delivered,
696,500696,1,2021,92,25,27,156,158.0,1,ParcelEx,Express,3,2.0,4.0,Delivered,
697,500697,1,2026,29,25,27,75,79.0,1,LineHaulOne,Economy,3,4.0,4.0,Delivered,
698,500698,2,2026,29,25,27,75,83.0,1,LineHaulOne,Ground,5,8.0,4.0,Lost,Weather
699,500699,3,2026,29,25,27,76,82.0,1,ParcelEx,Ground,3,6.0,4.0,Delayed,HubCongestion
700,500700,1,2030,191,25,37,35,41.0,1,NorthCarrier,Ground,5,6.0,4.0,Delivered,
701,500701,1,2033,116,30,10,143,150.0,3,ParcelEx,Economy,4,7.0,4.0,Delayed,Weather
702,500702,1,2034,180,5,16,103,108.0,2,ParcelEx,Ground,3,5.0,4.0,Delayed,Capacity
703,500703,1,2040,84,1,13,178,180.0,2,NorthCarrier,Economy,5,6.0,4.0,Delivered,
704,500704,1,2041,113,1,20,83,87.0,1,NorthCarrier,Express,4,4.0,4.0,Delivered,
705,500705,1,2045,183,32,22,126,130.0,1,BlueRoad,Ground,3,4.0,4.0,Delivered,
706,500706,1,2046,82,31,34,119,125.0,1,ParcelEx,Express,5,6.0,4.0,Delivered,
707,500707,1,2048,88,23,22,146,150.0,2,ParcelEx,Economy,5,4.0,4.19,Delivered,
708,500708,1,2050,152,32,24,67,73.0,1,BlueRoad,Ground,2,6.0,4.0,Delayed,HubCongestion
709,500709,1,2053,120,30,7,77,79.0,1,ParcelEx,Express,3,2.0,4.0,Delivered,
710,500710,2,2053,120,30,7,76,78.0,1,NorthCarrier,Ground,2,2.0,4.0,Delivered,
711,500711,1,2059,177,31,16,154,159.0,1,NorthCarrier,Economy,1,5.0,4.0,Delayed,Capacity
712,500712,1,2065,185,32,24,67,68.0,1,LineHaulOne,Ground,2,1.0,4.0,Delivered,
713,500713,1,2067,3,23,13,133,136.0,2,ParcelEx,Ground,3,3.0,4.0,Delivered,
714,500714,1,2069,169,25,8,91,96.0,3,NorthCarrier,Ground,4,5.0,4.0,Delivered,
715,500715,1,2070,162,9,28,50,53.0,2,BlueRoad,Express,4,3.0,4.0,Delivered,
716,500716,1,2072,53,31,35,29,33.0,1,NorthCarrier,Economy,5,4.0,4.0,Delivered,
717,500717,1,2074,144,1,33,139,147.0,1,BlueRoad,Economy,5,8.0,4.0,Delayed,Weather
718,500718,1,2077,123,5,16,88,89.0,3,LineHaulOne,Ground,1,1.0,5.56,Delivered,
719,500719,1,2081,191,14,24,174,178.0,1,NorthCarrier,Ground,5,4.0,4.0,Delivered,
720,500720,1,2082,5,5,16,32,34.0,3,LineHaulOne,Ground,1,2.0,4.0,Delivered,
721,500721,1,2089,69,1,38,126,128.0,1,LineHaulOne,Ground,3,2.0,4.0,Delivered,
722,500722,1,2096,110,25,28,180,180.0,1,NorthCarrier,Ground,5,5.0,4.0,Delivered,
723,500723,1,2099,153,5,28,46,51.0,1,BlueRoad,Economy,1,5.0,4.0,Delayed,Customs
724,500724,2,2099,153,5,28,45,50.0,1,LineHaulOne,Express,5,5.0,4.0,Delivered,
725,500725,1,2108,109,31,27,179,180.0,1,NorthCarrier,Ground,5,4.0,4.0,Delivered,
726,500726,1,2114,35,9,24,58,60.0,1,BlueRoad,Express,2,2.0,4.0,Delivered,
727,500727,1,2117,163,18,11,169,171.0,1,ParcelEx,Economy,2,2.0,4.0,Delivered,
728,500728,1,2118,199,5,16,6,10.0,3,NorthCarrier,Express,4,4.0,5.26,Delivered,
729,500729,1,2119,136,18,27,129,130.0,1,BlueRoad,Express,1,1.0,4.0,Delivered,
730,500730,1,2121,45,25,27,133,139.0,3,NorthCarrier,Ground,3,6.0,4.54,Delayed,Weather
731,500731,1,2122,179,18,24,180,180.0,1,BlueRoad,Economy,3,3.0,4.0,Delivered,
732,500732,1,2126,98,31,8,31,35.0,1,ParcelEx,Ground,3,4.0,4.0,Delivered,
733,500733,1,2127,56,25,29,118,122.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
734,500734,1,2128,96,25,16,159,164.0,1,NorthCarrier,Ground,4,5.0,4.0,Delivered,
735,500735,1,2134,41,25,37,119,121.0,1,ParcelEx,Ground,1,2.0,4.0,Delivered,
736,500736,1,2135,5,30,27,148,152.0,2,LineHaulOne,Economy,4,4.0,4.31,Delivered,
737,500737,1,2140,184,14,3,90,93.0,1,ParcelEx,Ground,2,3.0,4.0,Delivered,
738,500738,1,2141,132,9,39,105,114.0,1,ParcelEx,Ground,5,9.0,4.0,Delayed,HubCongestion
739,500739,1,2142,172,1,35,139,144.0,1,ParcelEx,Express,4,5.0,4.0,Delivered,
740,500740,1,2147,80,32,24,149,155.0,1,BlueRoad,Economy,5,6.0,4.0,Delivered,
741,500741,1,2152,133,30,34,78,82.0,1,BlueRoad,Ground,3,4.0,4.0,Delivered,
742,500742,1,2156,59,14,13,166,169.0,1,LineHaulOne,Ground,1,3.0,4.0,Delayed,HubCongestion
743,500743,1,2157,121,14,8,123,124.0,2,BlueRoad,Ground,1,1.0,4.0,Delivered,
744,500744,1,2164,172,1,3,132,133.0,1,BlueRoad,Economy,1,1.0,4.0,Delivered,
745,500745,1,2168,179,14,22,19,21.0,1,NorthCarrier,Ground,3,2.0,4.0,Delivered,
746,500746,1,2169,174,5,35,173,176.0,1,NorthCarrier,Express,4,3.0,4.0,Delivered,
747,500747,1,2174,104,9,16,159,162.0,1,BlueRoad,Economy,2,3.0,4.0,Delivered,
748,500748,1,2181,143,25,22,123,127.0,1,ParcelEx,Ground,5,4.0,4.0,Delivered,
749,500749,1,2183,86,31,20,18,19.0,2,NorthCarrier,Express,1,1.0,4.0,Delivered,
750,500750,1,2184,104,5,27,77,83.0,1,LineHaulOne,Ground,5,6.0,4.0,Delivered,
751,500751,1,2186,22,14,12,89,93.0,1,LineHaulOne,Ground,3,4.0,4.0,Delivered,
752,500752,1,2197,135,5,36,83,84.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
753,500753,1,2200,124,9,21,138,144.0,1,NorthCarrier,Ground,5,6.0,4.0,Delayed,Customs
754,500754,1,2205,72,25,20,27,29.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
755,500755,1,2216,81,18,36,167,168.0,3,ParcelEx,Ground,2,1.0,6.17,Delivered,
756,500756,1,2219,151,32,8,50,55.0,2,LineHaulOne,Ground,5,5.0,4.0,Delivered,
757,500757,1,2220,11,23,20,90,94.0,3,BlueRoad,Ground,4,4.0,6.07,Delivered,
758,500758,1,2224,177,18,40,99,100.0,1,BlueRoad,Economy,2,1.0,4.0,Delivered,
759,500759,1,2225,61,18,3,28,30.0,3,BlueRoad,Ground,1,2.0,6.12,Delivered,
760,500760,1,2232,166,25,8,90,93.0,1,BlueRoad,Express,2,3.0,4.0,Delivered,
761,500761,1,2233,22,18,11,56,58.0,1,LineHaulOne,Ground,2,2.0,4.0,Delivered,
762,500762,1,2235,79,23,16,119,122.0,1,LineHaulOne,Economy,3,3.0,4.0,Delivered,
763,500763,1,2247,10,30,10,23,27.0,1,BlueRoad,Express,4,4.0,4.0,Delivered,
764,500764,1,2248,135,18,3,77,80.0,2,LineHaulOne,Economy,4,3.0,4.0,Delivered,
765,500765,2,2248,135,18,3,77,79.0,1,NorthCarrier,Ground,1,2.0,4.0,Delivered,
766,500766,3,2248,135,18,3,77,79.0,1,ParcelEx,Ground,1,2.0,4.0,Delivered,
767,500767,1,2251,97,32,3,41,45.0,1,LineHaulOne,Express,3,4.0,4.0,Delivered,
768,500768,1,2252,179,14,39,174,177.0,1,LineHaulOne,Ground,2,3.0,4.0,Delayed,Weather
769,500769,1,2253,25,5,34,88,89.0,1,NorthCarrier,Ground,1,1.0,4.0,Delivered,
770,500770,1,2257,177,30,21,42,43.0,1,ParcelEx,Express,1,1.0,4.0,Delivered,
771,500771,1,2263,69,23,27,160,162.0,1,ParcelEx,Ground,2,2.0,4.0,Delivered,
772,500772,2,2263,69,23,27,160,161.0,4,NorthCarrier,Ground,1,1.0,4.0,Delivered,
773,500773,1,2264,83,9,16,136,141.0,3,BlueRoad,Ground,5,5.0,5.27,Delivered,
774,500774,1,2266,100,14,27,67,73.0,1,LineHaulOne,Ground,5,6.0,4.0,Delayed,Customs
775,500775,1,2268,108,32,16,61,65.0,2,BlueRoad,Ground,5,4.0,4.0,Delivered,
776,500776,1,2269,87,32,29,51,54.0,2,ParcelEx,Ground,3,3.0,4.0,Delivered,
777,500777,1,2270,17,18,3,135,136.0,2,ParcelEx,Express,1,1.0,4.0,Delivered,
778,500778,1,2275,192,14,7,179,180.0,1,LineHaulOne,Economy,4,4.0,4.0,Delivered,
779,500779,1,2276,69,18,24,11,17.0,4,BlueRoad,Express,5,6.0,7.24,Delivered,
780,500780,1,2279,67,31,24,83,84.0,1,ParcelEx,Ground,1,1.0,4.0,Delivered,
781,500781,1,2283,28,14,16,166,168.0,2,BlueRoad,Economy,2,2.0,4.0,Delivered,
782,500782,1,2284,139,23,24,43,44.0,1,ParcelEx,Ground,2,1.0,4.0,Delivered,
783,500783,1,2289,130,14,24,77,79.0,2,LineHaulOne,Ground,1,2.0,4.13,Delivered,
784,500784,1,2291,144,23,24,174,177.0,1,ParcelEx,Express,2,3.0,4.0,Delivered,
785,500785,1,2292,5,32,29,98,102.0,1,ParcelEx,Ground,3,4.0,4.0,Delivered,
786,500786,1,2294,114,25,27,165,170.0,1,BlueRoad,Ground,4,5.0,4.0,Delivered,
787,500787,1,2304,62,14,36,152,153.0,1,BlueRoad,Express,2,1.0,4.0,Delivered,
788,500788,1,2308,139,25,21,73,74.0,2,NorthCarrier,Ground,1,1.0,4.0,Delivered,
789,500789,1,2310,11,23,24,130,131.0,2,BlueRoad,Ground,2,1.0,4.0,Delivered,
790,500790,1,2311,17,1,37,13,18.0,1,NorthCarrier,Ground,2,5.0,4.0,Delayed,Weather
791,500791,1,2314,5,5,28,22,25.0,4,NorthCarrier,Ground,3,3.0,5.75,Delivered,
792,500792,1,2315,101,23,35,177,,1,LineHaulOne,Express,5,,4.0,InTransit,
793,500793,2,2315,101,23,35,178,180.0,1,LineHaulOne,Ground,4,4.0,4.0,Delivered,
794,500794,1,2319,38,23,28,62,64.0,2,ParcelEx,Economy,3,2.0,4.0,Delivered,
795,500795,1,2320,141,14,12,86,87.0,1,NorthCarrier,Express,2,1.0,4.0,Delivered,
796,500796,1,2322,172,18,16,32,34.0,1,BlueRoad,Ground,1,2.0,4.0,Delivered,
797,500797,1,2324,186,9,11,103,104.0,1,BlueRoad,Ground,1,1.0,4.0,Delivered,
798,500798,1,2325,42,30,39,137,139.0,1,LineHaulOne,Ground,1,2.0,4.0,Delivered,
799,500799,1,2328,22,23,3,73,74.0,1,LineHaulOne,Ground,1,1.0,4.0,Delivered,
800,500800,1,2343,82,32,16,179,180.0,1,NorthCarrier,Ground,5,6.0,4.0,Delivered,
801,500801,1,2345,164,18,24,11,14.0,1,LineHaulOne,Express,3,3.0,4.0,Delivered,
802,500802,1,2347,78,31,16,38,42.0,1,NorthCarrier,Economy,2,4.0,4.0,Delayed,Capacity
803,500803,1,2350,67,23,33,134,140.0,1,NorthCarrier,Ground,5,6.0,4.0,Delivered,
804,500804,1,2354,166,1,11,63,66.0,2,ParcelEx,Ground,2,3.0,4.0,Delivered,
805,500805,1,2363,97,32,3,64,66.0,2,NorthCarrier,Ground,2,2.0,4.21,Delivered,
806,500806,1,2372,65,14,16,77,82.0,1,LineHaulOne,Economy,5,5.0,4.0,Delivered,
807,500807,1,2376,123,31,37,39,40.0,1,NorthCarrier,Economy,1,1.0,4.0,Delivered,
