PurchaseOrderLineId,PurchaseOrderId,LineNumber,Supplier,Product,ShipFromLocation,DeliverToLocation,OrderDate,ExpectedReceiptDate,ReceiptDate,OrderedQty,ReceivedQty,UnitPurchaseCost,Status,CancelReason,PlannedLeadTimeDays,ActualLeadTimeDays
626,200356,1,13,123,17,14,114,117,118.0,16,15,10.78,PartReceived,,3,4.0
627,200357,1,7,138,6,30,179,180,180.0,110,107,5.2,PartReceived,,14,1.0
628,200358,1,15,40,19,23,149,164,164.0,21,20,7.58,PartReceived,,15,15.0
629,200359,1,51,62,6,30,46,53,52.0,44,43,5.35,PartReceived,,7,6.0
630,200360,1,12,156,17,32,10,13,15.0,45,38,12.35,PartReceived,,3,5.0
631,200360,2,58,155,19,1,27,39,40.0,72,68,4.15,PartReceived,,12,13.0
632,200361,1,19,133,6,23,24,36,38.0,65,64,9.24,PartReceived,,12,14.0
633,200361,2,60,157,15,14,171,180,180.0,24,23,6.0,PartReceived,,11,9.0
634,200361,3,39,127,4,31,156,169,177.0,120,114,6.27,PartReceived,,13,21.0
635,200361,4,54,119,4,32,142,154,155.0,72,38,6.13,PartReceived,,12,13.0
636,200362,1,32,52,26,31,45,61,62.0,45,36,8.82,PartReceived,,16,17.0
637,200363,1,25,57,17,32,30,45,46.0,26,25,4.32,PartReceived,,15,16.0
638,200364,1,28,13,19,25,91,108,110.0,25,24,8.94,PartReceived,,17,19.0
639,200365,1,14,156,4,1,49,52,52.0,40,39,4.25,PartReceived,,3,3.0
640,200365,2,42,144,6,30,49,70,72.0,64,61,8.23,PartReceived,,21,23.0
641,200365,3,24,11,26,9,37,45,44.0,63,54,20.22,PartReceived,,8,7.0
642,200366,1,24,194,26,31,123,136,138.0,14,8,4.37,PartReceived,,13,15.0
643,200367,1,41,74,26,23,115,133,134.0,43,41,3.6,PartReceived,,18,19.0
644,200368,1,26,150,15,18,99,120,125.0,66,64,11.59,PartReceived,,21,26.0
645,200368,2,15,40,19,5,8,23,23.0,26,13,7.22,PartReceived,,15,15.0
646,200368,3,14,155,4,25,22,34,34.0,26,25,14.48,PartReceived,,12,12.0
647,200368,4,34,11,6,5,148,156,156.0,85,66,11.66,PartReceived,,8,8.0
648,200368,5,56,16,4,31,79,87,87.0,30,29,6.29,PartReceived,,8,8.0
649,200368,6,26,99,15,25,159,171,177.0,80,78,6.93,PartReceived,,12,18.0
650,200369,1,30,69,19,30,87,89,89.0,15,14,6.53,PartReceived,,2,2.0
651,200369,2,37,24,19,18,55,69,74.0,90,89,8.41,PartReceived,,14,19.0
652,200370,1,41,147,26,5,49,68,75.0,40,38,8.25,PartReceived,,19,26.0
653,200370,2,8,143,15,5,105,107,109.0,45,44,9.89,PartReceived,,2,4.0
654,200370,3,35,29,15,25,65,79,79.0,28,27,8.45,PartReceived,,14,14.0
655,200370,4,24,61,26,32,104,117,117.0,48,46,19.53,PartReceived,,13,13.0
656,200371,1,47,72,6,30,69,72,73.0,50,49,6.97,PartReceived,,3,4.0
657,200371,2,35,91,15,14,87,94,94.0,48,47,3.35,PartReceived,,7,7.0
658,200372,1,49,9,4,23,109,121,122.0,50,48,4.08,PartReceived,,12,13.0
659,200372,2,60,154,15,9,21,39,38.0,32,31,9.2,PartReceived,,18,17.0
660,200373,1,8,100,15,31,108,116,118.0,16,15,3.39,PartReceived,,8,10.0
661,200373,2,19,135,6,30,26,37,36.0,14,13,8.22,PartReceived,,11,10.0
662,200373,3,46,199,15,9,105,114,115.0,30,15,2.78,PartReceived,,9,10.0
663,200373,4,59,42,26,14,91,98,99.0,66,49,4.4,PartReceived,,7,8.0
664,200374,1,3,191,17,9,173,180,179.0,70,47,24.1,PartReceived,,15,6.0
665,200374,2,51,62,6,30,44,51,51.0,44,26,5.19,PartReceived,,7,7.0
666,200374,3,35,199,15,25,40,53,55.0,14,13,10.98,PartReceived,,13,15.0
667,200374,4,43,116,6,14,159,167,167.0,14,13,5.71,PartReceived,,8,8.0
668,200375,1,13,186,17,9,85,90,92.0,70,67,3.21,PartReceived,,5,7.0
669,200375,2,27,132,17,18,74,92,91.0,50,49,7.53,PartReceived,,18,17.0
670,200376,1,14,104,4,5,109,122,130.0,26,25,4.94,PartReceived,,13,21.0
671,200377,1,46,145,15,31,164,180,180.0,72,71,11.03,PartReceived,,16,16.0
672,200377,2,31,171,15,14,178,180,180.0,102,85,6.16,PartReceived,,6,2.0
673,200377,3,32,45,26,9,129,147,147.0,60,45,7.93,PartReceived,,18,18.0
674,200378,1,14,156,4,18,66,69,69.0,44,42,4.12,PartReceived,,3,3.0
675,200379,1,48,197,17,14,5,7,9.0,40,39,5.89,PartReceived,,2,4.0
676,200379,2,24,29,26,25,89,101,110.0,41,39,5.23,PartReceived,,12,21.0
677,200379,3,49,169,4,1,15,30,36.0,90,87,9.53,PartReceived,,15,21.0
678,200379,4,3,193,17,25,115,119,119.0,42,40,12.48,PartReceived,,4,4.0
679,200380,1,44,116,15,18,151,156,162.0,50,27,6.87,PartReceived,,5,11.0
680,200381,1,21,117,19,25,159,167,167.0,23,19,5.11,PartReceived,,8,8.0
681,200382,1,31,199,15,1,174,180,180.0,46,45,10.48,PartReceived,,12,6.0
682,200382,2,31,199,15,14,92,104,103.0,45,25,10.26,PartReceived,,12,11.0
683,200382,3,40,113,17,32,67,87,88.0,64,63,8.81,PartReceived,,20,21.0
684,200383,1,30,95,19,1,50,65,65.0,105,102,19.48,PartReceived,,15,15.0
685,200384,1,47,72,6,5,22,25,26.0,45,44,7.23,PartReceived,,3,4.0
686,200385,1,58,17,19,30,30,42,43.0,76,75,6.92,PartReceived,,12,13.0
687,200386,1,1,88,19,9,108,121,122.0,14,13,4.11,PartReceived,,13,14.0
688,200387,1,24,53,26,18,8,22,21.0,112,107,7.66,PartReceived,,14,13.0
689,200388,1,35,66,15,31,88,90,91.0,40,39,6.77,PartReceived,,2,3.0
690,200389,1,16,156,6,25,29,46,,40,0,8.43,Cancelled,DataError,17,
691,200389,2,33,4,15,31,49,70,71.0,21,20,12.79,PartReceived,,21,22.0
692,200390,1,18,24,15,23,98,111,111.0,14,8,9.91,PartReceived,,13,13.0
693,200390,2,12,71,17,14,74,91,90.0,30,29,20.86,PartReceived,,17,16.0
694,200390,3,35,24,15,32,171,179,180.0,105,100,6.98,PartReceived,,8,9.0
695,200390,4,23,153,4,30,71,74,81.0,40,39,16.3,PartReceived,,3,10.0
696,200391,1,3,6,17,31,23,33,32.0,43,28,23.21,PartReceived,,10,9.0
697,200392,1,10,38,17,30,136,143,143.0,56,55,7.33,PartReceived,,7,7.0
698,200393,1,30,28,19,1,71,74,75.0,68,64,8.97,PartReceived,,3,4.0
699,200394,1,47,72,6,23,173,176,177.0,55,53,7.0,PartReceived,,3,4.0
700,200394,2,6,198,6,23,124,129,128.0,80,79,4.26,PartReceived,,5,4.0
701,200394,3,43,102,6,32,17,38,38.0,32,31,3.85,PartReceived,,21,21.0
702,200394,4,10,23,17,25,54,65,64.0,46,44,6.6,PartReceived,,11,10.0
703,200394,5,31,92,15,14,133,150,149.0,105,101,7.76,PartReceived,,17,16.0
704,200394,6,32,52,26,32,32,48,49.0,50,48,9.29,PartReceived,,16,17.0
705,200395,1,14,56,4,25,76,83,83.0,44,36,12.62,PartReceived,,7,7.0
706,200395,2,49,40,4,25,2,13,14.0,40,31,7.07,PartReceived,,11,12.0
707,200396,1,24,29,26,9,147,159,159.0,43,41,4.96,PartReceived,,12,12.0
708,200396,2,51,30,6,30,60,80,85.0,28,13,11.97,PartReceived,,20,25.0
709,200397,1,27,5,17,5,59,72,71.0,41,39,7.68,PartReceived,,13,12.0
710,200397,2,25,128,17,18,24,41,42.0,22,21,9.82,PartReceived,,17,18.0
711,200397,3,8,100,15,1,142,150,149.0,20,19,3.41,PartReceived,,8,7.0
712,200398,1,11,181,6,32,25,44,46.0,65,64,5.79,PartReceived,,19,21.0
713,200399,1,2,197,19,14,142,163,164.0,56,45,3.86,PartReceived,,21,22.0
714,200400,1,9,100,6,25,19,27,29.0,115,69,10.84,PartReceived,,8,10.0
715,200401,1,25,57,17,25,75,90,92.0,26,25,4.2,PartReceived,,15,17.0
716,200401,2,55,48,4,1,62,70,72.0,34,32,6.76,PartReceived,,8,10.0
717,200402,1,43,39,6,18,66,78,79.0,22,21,3.73,PartReceived,,12,13.0
718,200403,1,7,185,6,9,180,180,180.0,90,49,5.2,PartReceived,,17,0.0
719,200404,1,39,96,4,23,132,138,137.0,104,101,21.65,PartReceived,,6,5.0
720,200405,1,28,2,19,5,177,180,180.0,40,38,11.04,PartReceived,,15,3.0
721,200405,2,2,166,19,18,150,160,162.0,14,13,5.84,PartReceived,,10,12.0
722,200405,3,35,91,15,9,63,70,,64,0,3.38,Cancelled,SupplierIssue,7,
723,200406,1,13,124,17,1,90,104,,35,0,5.98,Cancelled,DataError,14,
724,200406,2,14,161,4,30,113,132,133.0,103,100,8.3,PartReceived,,19,20.0
725,200406,3,46,145,15,18,9,25,27.0,64,63,10.76,PartReceived,,16,18.0
726,200406,4,55,136,4,5,162,167,168.0,110,109,9.56,PartReceived,,5,6.0
727,200406,5,21,137,19,32,112,127,129.0,120,119,8.93,PartReceived,,15,17.0
728,200407,1,14,190,4,30,34,44,46.0,13,12,2.04,PartReceived,,10,12.0
729,200408,1,43,31,6,1,113,121,120.0,68,65,10.03,PartReceived,,8,7.0
730,200408,2,41,106,26,9,156,159,159.0,70,68,4.97,PartReceived,,3,3.0
731,200408,3,2,197,19,5,167,180,179.0,52,51,4.16,PartReceived,,21,12.0
732,200408,4,12,114,17,23,66,81,83.0,43,42,5.14,PartReceived,,15,17.0
733,200409,1,54,88,4,1,173,180,180.0,90,88,6.85,PartReceived,,18,7.0
734,200409,2,41,147,26,32,100,119,120.0,30,29,8.26,PartReceived,,19,20.0
735,200410,1,32,84,26,23,65,86,85.0,20,19,11.79,PartReceived,,21,20.0
736,200410,2,45,63,17,5,175,180,,25,0,9.31,Cancelled,SupplierIssue,17,
737,200411,1,55,19,4,23,30,33,33.0,22,21,11.96,PartReceived,,3,3.0
738,200411,2,59,42,26,5,150,157,164.0,66,38,4.58,PartReceived,,7,14.0
739,200412,1,43,182,6,5,59,65,67.0,72,68,3.4,PartReceived,,6,8.0
740,200413,1,58,195,19,1,39,50,50.0,105,104,6.0,PartReceived,,11,11.0
741,200414,1,12,159,17,18,134,141,143.0,30,28,10.38,PartReceived,,7,9.0
742,200414,2,35,91,15,9,100,107,,60,0,3.48,Cancelled,DataError,7,
743,200414,3,39,127,4,1,74,87,87.0,115,110,6.38,PartReceived,,13,13.0
744,200415,1,3,6,17,30,41,51,61.0,42,40,23.57,PartReceived,,10,20.0
745,200416,1,41,74,26,30,74,92,94.0,44,38,3.59,PartReceived,,18,20.0
746,200417,1,36,13,6,25,96,103,105.0,40,39,5.18,PartReceived,,7,9.0
747,200417,2,22,105,15,9,94,96,98.0,60,59,5.69,PartReceived,,2,4.0
748,200418,1,29,32,26,23,139,154,155.0,40,22,12.53,PartReceived,,15,16.0
749,200418,2,5,34,4,14,61,72,73.0,70,69,6.19,PartReceived,,11,12.0
750,200418,3,42,120,6,9,46,64,64.0,70,69,5.33,PartReceived,,18,18.0
751,200419,1,5,95,4,32,69,86,96.0,120,117,5.44,PartReceived,,17,27.0
752,200420,1,29,67,26,31,5,17,16.0,32,31,13.27,PartReceived,,12,11.0
753,200420,2,16,101,6,1,53,73,72.0,56,55,9.19,PartReceived,,20,19.0
754,200421,1,36,3,6,5,115,118,118.0,35,30,11.56,PartReceived,,3,3.0
755,200421,2,13,125,17,32,115,117,119.0,24,23,18.86,PartReceived,,2,4.0
756,200422,1,51,13,6,5,20,22,22.0,28,27,17.86,PartReceived,,2,2.0
757,200423,1,46,167,15,5,102,113,114.0,22,21,5.05,PartReceived,,11,12.0
758,200423,2,44,35,15,9,31,43,42.0,70,67,7.87,PartReceived,,12,11.0
759,200424,1,49,40,4,31,60,71,72.0,35,20,7.02,PartReceived,,11,12.0
760,200425,1,59,77,26,9,113,129,129.0,40,38,5.77,PartReceived,,16,16.0
761,200425,2,39,3,4,14,5,20,20.0,30,28,9.46,PartReceived,,15,15.0
762,200425,3,24,29,26,18,16,28,28.0,41,40,4.94,PartReceived,,12,12.0
763,200426,1,18,24,15,14,36,49,49.0,34,32,10.41,PartReceived,,13,13.0
764,200427,1,41,85,26,25,83,89,97.0,25,24,10.6,PartReceived,,6,14.0
765,200427,2,20,164,6,1,39,56,56.0,65,31,5.0,PartReceived,,17,17.0
766,200427,3,36,84,6,1,179,180,180.0,60,58,3.23,PartReceived,,6,1.0
767,200428,1,4,77,19,31,25,32,32.0,110,107,5.86,PartReceived,,7,7.0
768,200428,2,60,157,15,18,147,158,161.0,21,20,6.24,PartReceived,,11,14.0
769,200429,1,5,6,4,23,11,30,32.0,50,36,3.75,PartReceived,,19,21.0
770,200429,2,10,80,17,14,156,170,169.0,42,41,3.88,PartReceived,,14,13.0
771,200429,3,46,102,15,1,147,158,160.0,60,44,12.2,PartReceived,,11,13.0
772,200430,1,43,120,6,1,139,151,152.0,36,34,2.44,PartReceived,,12,13.0
773,200430,2,53,48,19,14,178,180,179.0,18,17,6.15,PartReceived,,10,1.0
774,200431,1,4,186,19,32,67,88,88.0,60,58,6.23,PartReceived,,21,21.0
775,200432,1,12,71,17,5,48,65,66.0,18,17,20.6,PartReceived,,17,18.0
776,200432,2,12,159,17,25,173,180,180.0,30,29,10.89,PartReceived,,7,7.0
777,200432,3,58,16,19,14,17,19,18.0,80,76,4.93,PartReceived,,2,1.0
778,200433,1,11,136,6,23,44,54,58.0,80,79,4.13,PartReceived,,10,14.0
779,200434,1,38,171,15,5,9,22,24.0,120,100,5.38,PartReceived,,13,15.0
780,200435,1,46,152,15,31,24,34,35.0,28,16,9.21,PartReceived,,10,11.0
781,200436,1,30,100,19,9,25,30,32.0,30,23,3.77,PartReceived,,5,7.0
782,200437,1,36,122,6,1,127,140,142.0,25,24,7.24,PartReceived,,13,15.0
783,200438,1,46,139,15,5,31,43,45.0,48,46,7.67,PartReceived,,12,14.0
784,200439,1,45,64,17,31,169,180,180.0,30,29,8.85,PartReceived,,15,11.0
785,200440,1,31,135,15,25,118,135,136.0,42,41,8.89,PartReceived,,17,18.0
786,200441,1,4,186,19,30,69,90,89.0,70,67,6.43,PartReceived,,21,20.0
787,200441,2,42,43,6,9,99,111,113.0,24,20,5.14,PartReceived,,12,14.0
788,200442,1,6,165,6,14,60,79,78.0,103,98,12.77,PartReceived,,19,18.0
789,200443,1,37,130,19,14,26,35,44.0,15,14,18.63,PartReceived,,9,18.0
790,200444,1,12,14,17,30,114,127,126.0,68,65,5.81,PartReceived,,13,12.0
791,200445,1,42,180,6,30,123,139,140.0,26,22,10.31,PartReceived,,16,17.0
792,200446,1,58,195,19,18,111,122,123.0,102,101,6.18,PartReceived,,11,12.0
793,200446,2,21,189,19,25,179,180,180.0,70,67,7.0,PartReceived,,15,1.0
794,200447,1,57,76,6,31,130,137,,102,0,8.48,Cancelled,DataError,7,
795,200448,1,19,135,6,25,47,58,59.0,22,21,7.7,PartReceived,,11,12.0
796,200449,1,59,127,26,18,173,180,180.0,46,27,10.51,PartReceived,,12,7.0
797,200450,1,27,34,17,14,107,117,116.0,44,34,9.41,PartReceived,,10,9.0
798,200451,1,59,33,26,5,180,180,180.0,102,99,8.31,PartReceived,,21,0.0
799,200451,2,27,85,17,30,38,44,44.0,14,13,11.73,PartReceived,,6,6.0
800,200452,1,59,127,26,14,111,123,127.0,44,43,11.04,PartReceived,,12,16.0
801,200452,2,28,182,19,25,173,180,,110,0,10.36,Cancelled,DataError,19,
802,200452,3,58,16,19,1,155,157,158.0,30,24,4.88,PartReceived,,2,3.0
803,200452,4,1,157,19,25,128,149,154.0,26,25,3.58,PartReceived,,21,26.0
804,200452,5,50,190,26,31,140,161,160.0,14,7,7.29,PartReceived,,21,20.0
805,200452,6,37,176,19,30,70,79,78.0,50,49,10.51,PartReceived,,9,8.0
806,200453,1,49,200,4,23,103,106,108.0,50,32,5.88,PartReceived,,3,5.0
807,200454,1,49,80,4,31,69,80,79.0,11,10,7.12,PartReceived,,11,10.0
808,200455,1,10,165,17,30,89,96,96.0,70,67,7.2,PartReceived,,7,7.0
809,200456,1,51,139,6,9,125,134,135.0,72,71,5.99,PartReceived,,9,10.0
810,200457,1,14,83,4,25,127,139,141.0,45,39,6.86,PartReceived,,12,14.0
811,200458,1,49,71,4,14,141,159,158.0,102,97,9.73,PartReceived,,18,17.0
812,200459,1,29,125,26,5,56,77,77.0,70,69,10.29,PartReceived,,21,21.0
813,200460,1,9,178,6,9,118,137,137.0,30,28,7.57,PartReceived,,19,19.0
814,200460,2,57,20,6,14,69,79,80.0,80,46,6.05,PartReceived,,10,11.0
815,200460,3,52,172,19,32,120,124,123.0,35,33,9.39,PartReceived,,4,3.0
816,200460,4,55,19,4,5,59,62,61.0,22,21,12.26,PartReceived,,3,2.0
817,200461,1,45,89,17,31,64,82,81.0,60,57,3.93,PartReceived,,18,17.0
818,200461,2,43,116,6,31,62,70,71.0,30,29,5.98,PartReceived,,8,9.0
819,200461,3,42,118,6,30,53,58,60.0,44,43,8.38,PartReceived,,5,7.0
820,200462,1,58,32,19,32,16,22,24.0,45,43,7.79,PartReceived,,6,8.0
821,200462,2,26,135,15,30,20,25,30.0,120,119,4.69,PartReceived,,5,10.0
822,200463,1,10,165,17,32,59,66,68.0,100,61,7.42,PartReceived,,7,9.0
823,200464,1,15,19,19,14,2,21,30.0,30,29,14.72,PartReceived,,19,28.0
824,200464,2,8,189,15,32,38,54,54.0,64,63,4.07,PartReceived,,16,16.0
825,200465,1,46,80,15,30,5,18,17.0,30,29,7.46,PartReceived,,13,12.0
826,200466,1,42,70,6,23,32,36,36.0,22,11,4.12,PartReceived,,4,4.0
827,200466,2,55,136,4,25,175,180,180.0,102,99,9.66,PartReceived,,5,5.0
828,200467,1,17,194,6,14,74,82,84.0,110,109,7.52,PartReceived,,8,10.0
829,200467,2,13,86,17,9,12,18,18.0,105,103,10.15,PartReceived,,6,6.0
830,200468,1,33,14,15,9,135,150,149.0,65,63,6.81,PartReceived,,15,14.0
831,200468,2,29,177,26,9,154,158,165.0,40,31,11.03,PartReceived,,4,11.0
832,200468,3,56,16,4,25,81,89,90.0,32,28,6.03,PartReceived,,8,9.0
833,200469,1,54,166,4,18,144,156,157.0,48,47,5.36,PartReceived,,12,13.0
834,200470,1,33,158,15,32,18,29,31.0,66,65,9.37,PartReceived,,11,13.0
835,200471,1,3,137,17,30,72,88,87.0,62,28,8.39,PartReceived,,16,15.0
836,200471,2,27,113,17,30,19,26,26.0,24,22,10.44,PartReceived,,7,7.0
837,200472,1,18,118,15,32,145,161,161.0,105,103,13.12,PartReceived,,16,16.0
838,200472,2,38,18,15,14,13,22,24.0,104,103,11.57,PartReceived,,9,11.0
839,200473,1,55,20,4,5,6,16,17.0,80,77,8.48,PartReceived,,10,11.0
840,200473,2,51,9,6,31,123,129,131.0,15,14,5.44,PartReceived,,6,8.0
841,200473,3,14,134,4,14,127,146,147.0,43,42,5.59,PartReceived,,19,20.0
842,200474,1,33,14,15,14,146,161,163.0,55,54,6.7,PartReceived,,15,17.0
843,200475,1,43,120,6,23,53,65,65.0,40,20,2.44,PartReceived,,12,12.0
844,200475,2,8,57,15,23,3,24,25.0,48,24,11.44,PartReceived,,21,22.0
845,200476,1,43,31,6,1,179,180,180.0,84,81,10.62,PartReceived,,8,1.0
846,200477,1,43,182,6,32,119,125,124.0,72,38,3.53,PartReceived,,6,5.0
847,200478,1,42,118,6,31,25,30,31.0,24,23,8.52,PartReceived,,5,6.0
848,200479,1,4,65,19,14,43,49,48.0,14,13,14.11,PartReceived,,6,5.0
849,200479,2,55,27,4,18,167,176,176.0,28,27,6.69,PartReceived,,9,9.0
850,200479,3,53,48,19,18,65,75,77.0,18,17,6.03,PartReceived,,10,12.0
851,200480,1,49,66,4,31,96,99,100.0,40,32,9.83,PartReceived,,3,4.0
852,200481,1,27,113,17,14,152,159,160.0,25,24,10.12,PartReceived,,7,8.0
853,200481,2,48,47,17,30,156,159,165.0,102,97,8.14,PartReceived,,3,9.0
854,200482,1,36,181,6,30,75,77,79.0,56,54,5.56,PartReceived,,2,4.0
855,200483,1,46,139,15,23,66,78,80.0,48,46,7.44,PartReceived,,12,14.0
856,200484,1,36,84,6,32,151,157,159.0,70,67,3.11,PartReceived,,6,8.0
857,200485,1,20,184,6,5,107,112,111.0,32,31,4.51,PartReceived,,5,4.0
858,200486,1,55,20,4,30,150,160,166.0,65,49,8.54,PartReceived,,10,16.0
859,200487,1,18,114,15,23,15,18,19.0,28,27,6.96,PartReceived,,3,4.0
860,200487,2,10,19,17,30,92,100,99.0,32,31,8.56,PartReceived,,8,7.0
861,200488,1,49,9,4,18,83,95,97.0,70,67,4.04,PartReceived,,12,14.0
862,200488,2,38,157,15,1,84,97,99.0,62,61,4.73,PartReceived,,13,15.0
863,200489,1,55,136,4,1,163,168,169.0,108,102,9.2,PartReceived,,5,6.0
864,200490,1,14,192,4,31,102,120,120.0,50,49,7.56,PartReceived,,18,18.0
865,200490,2,18,118,15,18,121,137,142.0,105,102,13.39,PartReceived,,16,21.0
866,200491,1,54,119,4,32,174,180,180.0,66,64,6.34,PartReceived,,12,6.0
867,200491,2,5,34,4,1,67,78,77.0,65,64,5.85,PartReceived,,11,10.0
868,200491,3,14,161,4,25,169,180,179.0,104,103,8.11,PartReceived,,19,10.0
869,200491,4,25,60,17,14,83,92,94.0,60,58,8.13,PartReceived,,9,11.0
870,200491,5,12,156,17,30,135,138,140.0,50,49,12.01,PartReceived,,3,5.0
871,200492,1,60,184,15,18,151,160,161.0,26,25,4.41,PartReceived,,9,10.0
872,200493,1,51,110,6,5,75,93,92.0,42,41,4.88,PartReceived,,18,17.0
873,200494,1,55,146,4,23,148,169,171.0,21,20,9.05,PartReceived,,21,23.0
874,200495,1,48,47,17,1,110,113,112.0,112,111,7.99,PartReceived,,3,2.0
875,200496,1,21,189,19,18,45,60,59.0,72,71,6.6,PartReceived,,15,14.0
876,200496,2,53,117,19,1,22,40,39.0,65,62,9.88,PartReceived,,18,17.0
877,200497,1,55,59,4,31,169,172,172.0,40,26,3.7,PartReceived,,3,3.0
878,200498,1,24,175,26,18,65,68,69.0,62,60,11.28,PartReceived,,3,4.0
879,200499,1,29,32,26,14,82,97,,15,0,13.1,Cancelled,DataError,15,
880,200500,1,37,120,19,18,80,87,88.0,60,27,5.99,PartReceived,,7,8.0
881,200501,1,46,98,15,23,58,62,61.0,40,38,14.5,PartReceived,,4,3.0
882,200502,1,33,158,15,1,75,86,86.0,66,63,9.39,PartReceived,,11,11.0
883,200503,1,24,175,26,30,61,64,63.0,65,49,10.95,PartReceived,,3,2.0
884,200503,2,27,159,17,5,8,13,14.0,108,104,12.98,PartReceived,,5,6.0
885,200504,1,50,172,26,18,148,153,155.0,60,37,3.67,PartReceived,,5,7.0
886,200505,1,41,147,26,30,118,137,136.0,50,48,8.44,PartReceived,,19,18.0
887,200506,1,21,93,19,30,26,33,33.0,105,104,17.89,PartReceived,,7,7.0
888,200507,1,3,193,17,14,116,120,121.0,52,51,12.26,PartReceived,,4,5.0
889,200508,1,46,149,15,18,170,174,173.0,110,104,8.89,PartReceived,,4,3.0
890,200508,2,42,144,6,25,107,128,129.0,66,64,8.23,PartReceived,,21,22.0
891,200509,1,40,145,17,1,151,172,173.0,25,21,7.97,PartReceived,,21,22.0
892,200509,2,44,186,15,32,178,180,180.0,30,28,15.76,PartReceived,,6,2.0
893,200510,1,52,165,19,30,10,16,20.0,22,21,12.75,PartReceived,,6,10.0
894,200511,1,6,40,6,18,125,146,146.0,90,88,3.85,PartReceived,,21,21.0
895,200511,2,15,9,19,14,147,168,169.0,52,51,11.17,PartReceived,,21,22.0
896,200512,1,54,119,4,25,22,34,33.0,68,65,6.12,PartReceived,,12,11.0
897,200513,1,36,193,6,25,27,37,36.0,24,23,2.72,PartReceived,,10,9.0
898,200514,1,56,27,4,5,10,16,,66,0,3.98,Cancelled,DataError,6,
899,200514,2,40,130,17,31,149,169,170.0,14,13,10.61,PartReceived,,20,21.0
900,200515,1,33,158,15,23,52,63,64.0,62,60,8.95,PartReceived,,11,12.0
901,200515,2,31,173,15,25,67,74,74.0,104,101,10.5,PartReceived,,7,7.0
902,200516,1,29,154,26,25,33,37,37.0,45,43,19.45,PartReceived,,4,4.0
903,200517,1,51,30,6,9,115,135,137.0,40,39,12.13,PartReceived,,20,22.0
904,200518,1,20,43,6,30,37,52,52.0,15,14,13.3,PartReceived,,15,15.0
905,200519,1,49,40,4,31,162,173,172.0,45,44,6.81,PartReceived,,11,10.0
906,200519,2,53,48,19,25,60,70,69.0,20,19,6.13,PartReceived,,10,9.0
907,200520,1,13,123,17,1,144,147,147.0,14,13,10.73,PartReceived,,3,3.0
908,200521,1,53,87,19,5,112,131,132.0,105,100,7.35,PartReceived,,19,20.0
909,200522,1,23,19,4,32,97,102,104.0,60,59,3.3,PartReceived,,5,7.0
910,200523,1,44,111,15,32,94,98,103.0,25,23,6.89,PartReceived,,4,9.0
911,200524,1,52,165,19,31,154,160,162.0,18,17,12.52,PartReceived,,6,8.0
912,200525,1,40,101,17,30,108,110,111.0,44,30,8.84,PartReceived,,2,3.0
913,200526,1,49,172,4,32,145,164,163.0,44,43,9.48,PartReceived,,19,18.0
914,200526,2,44,116,15,23,124,129,130.0,60,50,6.82,PartReceived,,5,6.0
915,200527,1,53,72,19,30,57,63,63.0,50,36,5.1,PartReceived,,6,6.0
916,200527,2,59,77,26,31,67,83,88.0,25,24,6.12,PartReceived,,16,21.0
917,200528,1,36,31,6,5,6,24,23.0,50,49,5.84,PartReceived,,18,17.0
918,200529,1,48,47,17,5,46,49,49.0,104,101,7.99,PartReceived,,3,3.0
919,200530,1,53,147,19,23,95,108,107.0,66,65,5.79,PartReceived,,13,12.0
920,200530,2,32,181,26,23,14,32,31.0,84,80,19.39,PartReceived,,18,17.0
921,200531,1,9,15,6,1,41,61,62.0,30,29,4.81,PartReceived,,20,21.0
922,200532,1,52,151,19,32,119,128,127.0,20,19,9.18,PartReceived,,9,8.0
923,200533,1,4,186,19,23,52,73,75.0,80,78,6.52,PartReceived,,21,23.0
924,200534,1,35,38,15,25,71,89,88.0,68,66,9.46,PartReceived,,18,17.0
925,200534,2,34,41,6,1,9,15,16.0,110,105,8.29,PartReceived,,6,7.0
926,200535,1,15,88,19,5,4,19,18.0,64,62,6.88,PartReceived,,15,14.0
927,200536,1,26,99,15,32,130,142,141.0,120,119,7.21,PartReceived,,12,11.0
928,200537,1,46,199,15,30,29,38,37.0,30,15,2.75,PartReceived,,9,8.0
929,200537,2,59,77,26,9,150,166,168.0,40,39,6.11,PartReceived,,16,18.0
930,200538,1,38,25,15,25,115,118,117.0,64,63,6.55,PartReceived,,3,2.0
931,200538,2,32,1,26,1,178,180,180.0,13,7,6.79,PartReceived,,19,2.0
932,200539,1,52,177,19,31,42,55,54.0,24,23,5.94,PartReceived,,13,12.0
933,200540,1,56,142,4,23,20,41,42.0,32,30,5.2,PartReceived,,21,22.0
934,200541,1,39,180,4,30,163,180,180.0,46,27,13.19,PartReceived,,21,17.0
935,200542,1,33,36,15,23,155,176,175.0,68,66,6.35,PartReceived,,21,20.0
936,200542,2,13,86,17,9,39,45,45.0,105,100,10.19,PartReceived,,6,6.0
937,200543,1,16,82,6,23,141,159,158.0,102,97,4.39,PartReceived,,18,17.0
938,200544,1,52,95,19,31,29,37,42.0,14,13,3.1,PartReceived,,8,13.0
939,200544,2,54,151,4,31,175,180,180.0,63,54,6.31,PartReceived,,20,5.0
940,200544,3,21,163,19,9,152,164,164.0,25,24,9.49,PartReceived,,12,12.0
